"value","count","cumsum","pct"
"timetable",335,43757019,93.38
"toilets",335,43757354,93.38
"visuals",335,43757689,93.38
"wrestle",335,43758024,93.38
"achilles",334,43758358,93.38
"attribute",334,43758692,93.38
"bagels",334,43759026,93.38
"dues",334,43759360,93.38
"endeavors",334,43759694,93.38
"entrepreneurial",334,43760028,93.38
"foothills",334,43760362,93.39
"lola",334,43760696,93.39
"marital",334,43761030,93.39
"miners",334,43761364,93.39
"miraculous",334,43761698,93.39
"orphan",334,43762032,93.39
"restitution",334,43762366,93.39
"sausages",334,43762700,93.39
"spilling",334,43763034,93.39
"tainted",334,43763368,93.39
"undisclosed",334,43763702,93.39
"unrest",334,43764036,93.39
"wichita",334,43764370,93.39
"bales",333,43764703,93.39
"ballad",333,43765036,93.4
"beige",333,43765369,93.4
"bred",333,43765702,93.4
"brigade",333,43766035,93.4
"dissertation",333,43766368,93.4
"distances",333,43766701,93.4
"eliot",333,43767034,93.4
"exploding",333,43767367,93.4
"franchises",333,43767700,93.4
"fresno",333,43768033,93.4
"gutierrez",333,43768366,93.4
"heavyweight",333,43768699,93.4
"imprisoned",333,43769032,93.4
"islamist",333,43769365,93.4
"leonardo",333,43769698,93.41
"marrow",333,43770031,93.41
"melon",333,43770364,93.41
"mozart",333,43770697,93.41
"narrowed",333,43771030,93.41
"ninety",333,43771363,93.41
"nonfiction",333,43771696,93.41
"petite",333,43772029,93.41
"reacting",333,43772362,93.41
"relays",333,43772695,93.41
"scraping",333,43773028,93.41
"smartest",333,43773361,93.41
"teaser",333,43773694,93.41
"tomorrows",333,43774027,93.41
"valerie",333,43774360,93.42
"adolescent",332,43774692,93.42
"beau",332,43775024,93.42
"colleen",332,43775356,93.42
"downfall",332,43775688,93.42
"easing",332,43776020,93.42
"elena",332,43776352,93.42
"greeks",332,43776684,93.42
"hikers",332,43777016,93.42
"meredith",332,43777348,93.42
"pecans",332,43777680,93.42
"pediatric",332,43778012,93.42
"persistence",332,43778344,93.42
"porsche",332,43778676,93.42
"primitive",332,43779008,93.42
"slopes",332,43779340,93.43
"tame",332,43779672,93.43
"unfairly",332,43780004,93.43
"uphold",332,43780336,93.43
"ado",331,43780667,93.43
"amaze",331,43780998,93.43
"bogus",331,43781329,93.43
"caves",331,43781660,93.43
"clowns",331,43781991,93.43
"concession",331,43782322,93.43
"copying",331,43782653,93.43
"crank",331,43782984,93.43
"cubic",331,43783315,93.43
"documentaries",331,43783646,93.43
"dysfunctional",331,43783977,93.44
"eastbound",331,43784308,93.44
"flurry",331,43784639,93.44
"flute",331,43784970,93.44
"heartbreak",331,43785301,93.44
"informant",331,43785632,93.44
"landfill",331,43785963,93.44
"loops",331,43786294,93.44
"praises",331,43786625,93.44
"ransom",331,43786956,93.44
"refreshed",331,43787287,93.44
"removes",331,43787618,93.44
"rubin",331,43787949,93.44
"socialism",331,43788280,93.44
"unanswered",331,43788611,93.45
"unsuccessfully",331,43788942,93.45
"blatant",330,43789272,93.45
"boone",330,43789602,93.45
"bracelets",330,43789932,93.45
"captains",330,43790262,93.45
"citation",330,43790592,93.45
"congo",330,43790922,93.45
"contributes",330,43791252,93.45
"diminish",330,43791582,93.45
"eater",330,43791912,93.45
"fray",330,43792242,93.45
"hen",330,43792572,93.45
"hologram",330,43792902,93.45
"kroger",330,43793232,93.46
"manageable",330,43793562,93.46
"mastery",330,43793892,93.46
"mckenzie",330,43794222,93.46
"nicks",330,43794552,93.46
"previews",330,43794882,93.46
"reluctantly",330,43795212,93.46
"somethings",330,43795542,93.46
"storing",330,43795872,93.46
"toned",330,43796202,93.46
"unstable",330,43796532,93.46
"upsetting",330,43796862,93.46
"viewpoint",330,43797192,93.46
"aclu",329,43797521,93.46
"amnesty",329,43797850,93.47
"auctions",329,43798179,93.47
"damascus",329,43798508,93.47
"duffy",329,43798837,93.47
"eastwood",329,43799166,93.47
"emailing",329,43799495,93.47
"ethiopia",329,43799824,93.47
"excerpts",329,43800153,93.47
"grassy",329,43800482,93.47
"kite",329,43800811,93.47
"linebackers",329,43801140,93.47
"madmen",329,43801469,93.47
"mastering",329,43801798,93.47
"midterm",329,43802127,93.47
"playhouse",329,43802456,93.48
"pueblo",329,43802785,93.48
"pumpkins",329,43803114,93.48
"purity",329,43803443,93.48
"taxation",329,43803772,93.48
"tipping",329,43804101,93.48
"transformers",329,43804430,93.48
"verb",329,43804759,93.48
"advancement",328,43805087,93.48
"align",328,43805415,93.48
"alignment",328,43805743,93.48
"continuity",328,43806071,93.48
"crammed",328,43806399,93.48
"demolished",328,43806727,93.48
"discharged",328,43807055,93.48
"escapes",328,43807383,93.49
"firearm",328,43807711,93.49
"hyundai",328,43808039,93.49
"intuition",328,43808367,93.49
"jacques",328,43808695,93.49
"narratives",328,43809023,93.49
"peppermint",328,43809351,93.49
"plaintiff",328,43809679,93.49
"separating",328,43810007,93.49
"sleeper",328,43810335,93.49
"snapshot",328,43810663,93.49
"spared",328,43810991,93.49
"subsidized",328,43811319,93.49
"underage",328,43811647,93.49
"viking",328,43811975,93.5
"acidity",327,43812302,93.5
"avg",327,43812629,93.5
"boogie",327,43812956,93.5
"bradshaw",327,43813283,93.5
"bribe",327,43813610,93.5
"burnett",327,43813937,93.5
"carly",327,43814264,93.5
"crystals",327,43814591,93.5
"cst",327,43814918,93.5
"detour",327,43815245,93.5
"dynasty",327,43815572,93.5
"falcon",327,43815899,93.5
"fleeting",327,43816226,93.5
"forbid",327,43816553,93.51
"greenwich",327,43816880,93.51
"guarded",327,43817207,93.51
"guthrie",327,43817534,93.51
"hesitation",327,43817861,93.51
"honorary",327,43818188,93.51
"implied",327,43818515,93.51
"lasagna",327,43818842,93.51
"lava",327,43819169,93.51
"layoff",327,43819496,93.51
"poked",327,43819823,93.51
"positioning",327,43820150,93.51
"recognizable",327,43820477,93.51
"rhythms",327,43820804,93.51
"steakhouse",327,43821131,93.51
"vending",327,43821458,93.52
"aldermen",326,43821784,93.52
"backbone",326,43822110,93.52
"barring",326,43822436,93.52
"benefiting",326,43822762,93.52
"carbohydrates",326,43823088,93.52
"coarse",326,43823414,93.52
"consolation",326,43823740,93.52
"countered",326,43824066,93.52
"dusk",326,43824392,93.52
"endorsements",326,43824718,93.52
"federally",326,43825044,93.52
"hans",326,43825370,93.52
"happenings",326,43825696,93.52
"illustrator",326,43826022,93.53
"limp",326,43826348,93.53
"mandates",326,43826674,93.53
"monarch",326,43827000,93.53
"numbered",326,43827326,93.53
"partnering",326,43827652,93.53
"predicts",326,43827978,93.53
"referrals",326,43828304,93.53
"remarked",326,43828630,93.53
"reviewers",326,43828956,93.53
"sailor",326,43829282,93.53
"severity",326,43829608,93.53
"specialties",326,43829934,93.53
"sped",326,43830260,93.53
"tailgate",326,43830586,93.54
"velocity",326,43830912,93.54
"wack",326,43831238,93.54
"westbound",326,43831564,93.54
"wiser",326,43831890,93.54
"accessory",325,43832215,93.54
"apostles",325,43832540,93.54
"artichoke",325,43832865,93.54
"booster",325,43833190,93.54
"buzzer",325,43833515,93.54
"clinging",325,43833840,93.54
"decker",325,43834165,93.54
"gowns",325,43834490,93.54
"greer",325,43834815,93.54
"hides",325,43835140,93.54
"hindsight",325,43835465,93.55
"imperfect",325,43835790,93.55
"infinity",325,43836115,93.55
"jeremiah",325,43836440,93.55
"morale",325,43836765,93.55
"nicholson",325,43837090,93.55
"prohibits",325,43837415,93.55
"psychedelic",325,43837740,93.55
"realism",325,43838065,93.55
"remodel",325,43838390,93.55
"reviewer",325,43838715,93.55
"savor",325,43839040,93.55
"selective",325,43839365,93.55
"stalls",325,43839690,93.55
"surpassed",325,43840015,93.56
"tract",325,43840340,93.56
"trusts",325,43840665,93.56
"uganda",325,43840990,93.56
"affiliation",324,43841314,93.56
"caregivers",324,43841638,93.56
"evaluations",324,43841962,93.56
"flattering",324,43842286,93.56
"giggles",324,43842610,93.56
"inducing",324,43842934,93.56
"middleton",324,43843258,93.56
"odor",324,43843582,93.56
"particles",324,43843906,93.56
"poorest",324,43844230,93.56
"reclaim",324,43844554,93.56
"reconstruction",324,43844878,93.57
"springtime",324,43845202,93.57
"toothbrush",324,43845526,93.57
"vows",324,43845850,93.57
"broom",323,43846173,93.57
"dramas",323,43846496,93.57
"geneva",323,43846819,93.57
"graceful",323,43847142,93.57
"guinea",323,43847465,93.57
"hitch",323,43847788,93.57
"incorrectly",323,43848111,93.57
"mascara",323,43848434,93.57
"otis",323,43848757,93.57
"overlap",323,43849080,93.57
"posh",323,43849403,93.58
"proxy",323,43849726,93.58
"reconciliation",323,43850049,93.58
"refunds",323,43850372,93.58
"roadway",323,43850695,93.58
"showcases",323,43851018,93.58
"sovereignty",323,43851341,93.58
"stooges",323,43851664,93.58
"ukraine",323,43851987,93.58
"bashing",322,43852309,93.58
"breaker",322,43852631,93.58
"captive",322,43852953,93.58
"carney",322,43853275,93.58
"chants",322,43853597,93.58
"cougar",322,43853919,93.58
"doris",322,43854241,93.59
"frankenstein",322,43854563,93.59
"lashes",322,43854885,93.59
"muscular",322,43855207,93.59
"odyssey",322,43855529,93.59
"ousted",322,43855851,93.59
"pigeon",322,43856173,93.59
"psyche",322,43856495,93.59
"sugars",322,43856817,93.59
"unleashed",322,43857139,93.59
"upwards",322,43857461,93.59
"withdrawn",322,43857783,93.59
"asphalt",321,43858104,93.59
"budding",321,43858425,93.59
"colo",321,43858746,93.6
"contemplate",321,43859067,93.6
"corny",321,43859388,93.6
"desks",321,43859709,93.6
"dreary",321,43860030,93.6
"ea",321,43860351,93.6
"enforcing",321,43860672,93.6
"hershey",321,43860993,93.6
"hovering",321,43861314,93.6
"ignite",321,43861635,93.6
"interrupt",321,43861956,93.6
"junkie",321,43862277,93.6
"lesbians",321,43862598,93.6
"misunderstanding",321,43862919,93.6
"orchid",321,43863240,93.6
"phelps",321,43863561,93.61
"plaid",321,43863882,93.61
"rejecting",321,43864203,93.61
"repeats",321,43864524,93.61
"russians",321,43864845,93.61
"tiring",321,43865166,93.61
"uniquely",321,43865487,93.61
"weakest",321,43865808,93.61
"webcam",321,43866129,93.61
"weeping",321,43866450,93.61
"barker",320,43866770,93.61
"bleach",320,43867090,93.61
"catastrophe",320,43867410,93.61
"commanding",320,43867730,93.61
"fulfillment",320,43868050,93.61
"jingle",320,43868370,93.62
"lyons",320,43868690,93.62
"magician",320,43869010,93.62
"mandarin",320,43869330,93.62
"passer",320,43869650,93.62
"phony",320,43869970,93.62
"piggy",320,43870290,93.62
"plausible",320,43870610,93.62
"pomegranate",320,43870930,93.62
"stereotype",320,43871250,93.62
"tallest",320,43871570,93.62
"tissues",320,43871890,93.62
"vigorously",320,43872210,93.62
"yang",320,43872530,93.62
"atmospheric",319,43872849,93.63
"chow",319,43873168,93.63
"clare",319,43873487,93.63
"clarence",319,43873806,93.63
"classmate",319,43874125,93.63
"clergy",319,43874444,93.63
"colbert",319,43874763,93.63
"congratulate",319,43875082,93.63
"contestant",319,43875401,93.63
"elbows",319,43875720,93.63
"fencing",319,43876039,93.63
"hobbies",319,43876358,93.63
"metric",319,43876677,93.63
"moods",319,43876996,93.63
"murdering",319,43877315,93.63
"ozzie",319,43877634,93.64
"ports",319,43877953,93.64
"pupils",319,43878272,93.64
"rendering",319,43878591,93.64
"silva",319,43878910,93.64
"advises",318,43879228,93.64
"chemotherapy",318,43879546,93.64
"circling",318,43879864,93.64
"commandments",318,43880182,93.64
"disconnect",318,43880500,93.64
"dolly",318,43880818,93.64
"doorstep",318,43881136,93.64
"embroidery",318,43881454,93.64
"evergreen",318,43881772,93.64
"flooring",318,43882090,93.64
"granting",318,43882408,93.65
"immersion",318,43882726,93.65
"indigo",318,43883044,93.65
"itinerary",318,43883362,93.65
"jensen",318,43883680,93.65
"letterman",318,43883998,93.65
"moratorium",318,43884316,93.65
"nifty",318,43884634,93.65
"prophets",318,43884952,93.65
"reinforced",318,43885270,93.65
"retaining",318,43885588,93.65
"reversal",318,43885906,93.65
"rooster",318,43886224,93.65
"runoff",318,43886542,93.65
"sabbath",318,43886860,93.66
"stemming",318,43887178,93.66
"tangy",318,43887496,93.66
"tanner",318,43887814,93.66
"vicki",318,43888132,93.66
"woodward",318,43888450,93.66
"arranging",317,43888767,93.66
"batted",317,43889084,93.66
"battleship",317,43889401,93.66
"bentley",317,43889718,93.66
"bodily",317,43890035,93.66
"cardigan",317,43890352,93.66
"communal",317,43890669,93.66
"complains",317,43890986,93.66
"displaced",317,43891303,93.66
"finland",317,43891620,93.67
"googled",317,43891937,93.67
"mats",317,43892254,93.67
"ned",317,43892571,93.67
"nugget",317,43892888,93.67
"proceeding",317,43893205,93.67
"protested",317,43893522,93.67
"purses",317,43893839,93.67
"rein",317,43894156,93.67
"rods",317,43894473,93.67
"trolley",317,43894790,93.67
"altman",316,43895106,93.67
"archdiocese",316,43895422,93.67
"buffy",316,43895738,93.67
"bustling",316,43896054,93.67
"cl",316,43896370,93.68
"crayons",316,43896686,93.68
"elites",316,43897002,93.68
"enchanted",316,43897318,93.68
"escorted",316,43897634,93.68
"expands",316,43897950,93.68
"geese",316,43898266,93.68
"mubarak",316,43898582,93.68
"negotiation",316,43898898,93.68
"outlaw",316,43899214,93.68
"penned",316,43899530,93.68
"predominantly",316,43899846,93.68
"preventive",316,43900162,93.68
"pristine",316,43900478,93.68
"refreshments",316,43900794,93.68
"richness",316,43901110,93.69
"rn",316,43901426,93.69
"rom",316,43901742,93.69
"smoker",316,43902058,93.69
"tempered",316,43902374,93.69
"underwood",316,43902690,93.69
"wrestler",316,43903006,93.69
"zebra",316,43903322,93.69
"accelerate",315,43903637,93.69
"acquaintance",315,43903952,93.69
"beams",315,43904267,93.69
"debra",315,43904582,93.69
"designation",315,43904897,93.69
"halted",315,43905212,93.69
"jaime",315,43905527,93.69
"legislator",315,43905842,93.7
"modify",315,43906157,93.7
"nv",315,43906472,93.7
"privileges",315,43906787,93.7
"remnants",315,43907102,93.7
"replying",315,43907417,93.7
"resemblance",315,43907732,93.7
"scans",315,43908047,93.7
"skeleton",315,43908362,93.7
"stormy",315,43908677,93.7
"cautioned",314,43908991,93.7
"chats",314,43909305,93.7
"claw",314,43909619,93.7
"cones",314,43909933,93.7
"cravings",314,43910247,93.71
"duplicate",314,43910561,93.71
"familiarity",314,43910875,93.71
"freeholder",314,43911189,93.71
"fritz",314,43911503,93.71
"gadget",314,43911817,93.71
"hindu",314,43912131,93.71
"laziness",314,43912445,93.71
"lehman",314,43912759,93.71
"mischief",314,43913073,93.71
"mpg",314,43913387,93.71
"patrols",314,43913701,93.71
"shrug",314,43914015,93.71
"snuggle",314,43914329,93.71
"tattooed",314,43914643,93.71
"testosterone",314,43914957,93.72
"token",314,43915271,93.72
"totes",314,43915585,93.72
"undertaking",314,43915899,93.72
"watt",314,43916213,93.72
"allegation",313,43916526,93.72
"benny",313,43916839,93.72
"breeds",313,43917152,93.72
"condensed",313,43917465,93.72
"considerations",313,43917778,93.72
"cosmetic",313,43918091,93.72
"disguised",313,43918404,93.72
"disruptive",313,43918717,93.72
"extraordinarily",313,43919030,93.72
"journeys",313,43919343,93.72
"kohl",313,43919656,93.73
"leasing",313,43919969,93.73
"longevity",313,43920282,93.73
"mathematics",313,43920595,93.73
"nectar",313,43920908,93.73
"registering",313,43921221,93.73
"repertoire",313,43921534,93.73
"sawyer",313,43921847,93.73
"teller",313,43922160,93.73
"tweaking",313,43922473,93.73
"approx",312,43922785,93.73
"attends",312,43923097,93.73
"canine",312,43923409,93.73
"carve",312,43923721,93.73
"casualties",312,43924033,93.73
"comedies",312,43924345,93.74
"commanded",312,43924657,93.74
"conveniently",312,43924969,93.74
"cuddling",312,43925281,93.74
"cursing",312,43925593,93.74
"enact",312,43925905,93.74
"ensuing",312,43926217,93.74
"ernest",312,43926529,93.74
"genealogy",312,43926841,93.74
"hideous",312,43927153,93.74
"immersed",312,43927465,93.74
"intervals",312,43927777,93.74
"lg",312,43928089,93.74
"mainland",312,43928401,93.74
"mantle",312,43928713,93.74
"marinade",312,43929025,93.75
"meta",312,43929337,93.75
"mussels",312,43929649,93.75
"napping",312,43929961,93.75
"occurrence",312,43930273,93.75
"outspoken",312,43930585,93.75
"pundits",312,43930897,93.75
"replicate",312,43931209,93.75
"roaming",312,43931521,93.75
"strains",312,43931833,93.75
"surgeons",312,43932145,93.75
"sussex",312,43932457,93.75
"tug",312,43932769,93.75
"valor",312,43933081,93.75
"anchored",311,43933392,93.75
"carmelo",311,43933703,93.76
"composers",311,43934014,93.76
"corresponding",311,43934325,93.76
"cucumbers",311,43934636,93.76
"decks",311,43934947,93.76
"drones",311,43935258,93.76
"emergencies",311,43935569,93.76
"fir",311,43935880,93.76
"flashed",311,43936191,93.76
"functionality",311,43936502,93.76
"insulin",311,43936813,93.76
"internally",311,43937124,93.76
"lighthouse",311,43937435,93.76
"navigating",311,43937746,93.76
"onward",311,43938057,93.76
"oregano",311,43938368,93.77
"parallels",311,43938679,93.77
"plush",311,43938990,93.77
"poultry",311,43939301,93.77
"rebirth",311,43939612,93.77
"rink",311,43939923,93.77
"roam",311,43940234,93.77
"shameless",311,43940545,93.77
"trousers",311,43940856,93.77
"tutor",311,43941167,93.77
"val",311,43941478,93.77
"accordance",310,43941788,93.77
"allure",310,43942098,93.77
"arbitrary",310,43942408,93.77
"awoke",310,43942718,93.77
"baptism",310,43943028,93.78
"bartenders",310,43943338,93.78
"breakup",310,43943648,93.78
"cache",310,43943958,93.78
"crate",310,43944268,93.78
"curling",310,43944578,93.78
"dart",310,43944888,93.78
"elevate",310,43945198,93.78
"feminism",310,43945508,93.78
"floss",310,43945818,93.78
"hue",310,43946128,93.78
"mas",310,43946438,93.78
"olsen",310,43946748,93.78
"prosecuted",310,43947058,93.78
"raspberries",310,43947368,93.78
"repetition",310,43947678,93.78
"santos",310,43947988,93.79
"sensory",310,43948298,93.79
"shrine",310,43948608,93.79
"solon",310,43948918,93.79
"sprinkles",310,43949228,93.79
"styled",310,43949538,93.79
"subcommittee",310,43949848,93.79
"torah",310,43950158,93.79
"adored",309,43950467,93.79
"apocalyptic",309,43950776,93.79
"brisk",309,43951085,93.79
"clyde",309,43951394,93.79
"disgrace",309,43951703,93.79
"drifting",309,43952012,93.79
"gresham",309,43952321,93.79
"jello",309,43952630,93.8
"jules",309,43952939,93.8
"merrill",309,43953248,93.8
"munch",309,43953557,93.8
"naomi",309,43953866,93.8
"ova",309,43954175,93.8
"perk",309,43954484,93.8
"presenter",309,43954793,93.8
"quail",309,43955102,93.8
"sim",309,43955411,93.8
"someplace",309,43955720,93.8
"spiked",309,43956029,93.8
"sprung",309,43956338,93.8
"supervised",309,43956647,93.8
"undecided",309,43956956,93.8
"asserted",308,43957264,93.81
"astounding",308,43957572,93.81
"chipped",308,43957880,93.81
"conditioner",308,43958188,93.81
"diarrhea",308,43958496,93.81
"dropbox",308,43958804,93.81
"establishments",308,43959112,93.81
"exposition",308,43959420,93.81
"gemini",308,43959728,93.81
"hinted",308,43960036,93.81
"influx",308,43960344,93.81
"leases",308,43960652,93.81
"messiah",308,43960960,93.81
"paw",308,43961268,93.81
"pretzels",308,43961576,93.81
"rapping",308,43961884,93.82
"screws",308,43962192,93.82
"seventy",308,43962500,93.82
"smokey",308,43962808,93.82
"subconscious",308,43963116,93.82
"swat",308,43963424,93.82
"tactical",308,43963732,93.82
"versatility",308,43964040,93.82
"weathered",308,43964348,93.82
"assn",307,43964655,93.82
"banter",307,43964962,93.82
"clam",307,43965269,93.82
"counterpart",307,43965576,93.82
"dyer",307,43965883,93.82
"hathaway",307,43966190,93.82
"hazards",307,43966497,93.83
"inflated",307,43966804,93.83
"irresistible",307,43967111,93.83
"majesty",307,43967418,93.83
"mosquito",307,43967725,93.83
"overcame",307,43968032,93.83
"rallying",307,43968339,93.83
"rowe",307,43968646,93.83
"sectional",307,43968953,93.83
"shortest",307,43969260,93.83
"swanson",307,43969567,93.83
"uaw",307,43969874,93.83
"waived",307,43970181,93.83
"waterloo",307,43970488,93.83
"affluent",306,43970794,93.83
"airplanes",306,43971100,93.83
"authored",306,43971406,93.84
"bedding",306,43971712,93.84
"brethren",306,43972018,93.84
"directory",306,43972324,93.84
"ensures",306,43972630,93.84
"eyebrow",306,43972936,93.84
"heartbroken",306,43973242,93.84
"insufficient",306,43973548,93.84
"interpretations",306,43973854,93.84
"leary",306,43974160,93.84
"liable",306,43974466,93.84
"libertarian",306,43974772,93.84
"openness",306,43975078,93.84
"ornament",306,43975384,93.84
"reiterated",306,43975690,93.84
"seoul",306,43975996,93.85
"succeeds",306,43976302,93.85
"taurus",306,43976608,93.85
"tenor",306,43976914,93.85
"actresses",305,43977219,93.85
"cartel",305,43977524,93.85
"chubby",305,43977829,93.85
"claiborne",305,43978134,93.85
"concerto",305,43978439,93.85
"correlation",305,43978744,93.85
"disturbance",305,43979049,93.85
"draped",305,43979354,93.85
"everett",305,43979659,93.85
"feta",305,43979964,93.85
"gi",305,43980269,93.85
"hamlet",305,43980574,93.86
"hardwood",305,43980879,93.86
"knots",305,43981184,93.86
"landlords",305,43981489,93.86
"marshmallows",305,43981794,93.86
"mos",305,43982099,93.86
"mullen",305,43982404,93.86
"nausea",305,43982709,93.86
"poached",305,43983014,93.86
"probability",305,43983319,93.86
"slider",305,43983624,93.86
"spielberg",305,43983929,93.86
"subs",305,43984234,93.86
"unstoppable",305,43984539,93.86
"untouched",305,43984844,93.86
"vaccination",305,43985149,93.86
"verbally",305,43985454,93.87
"ware",305,43985759,93.87
"wiggle",305,43986064,93.87
"wiping",305,43986369,93.87
"blurry",304,43986673,93.87
"brit",304,43986977,93.87
"bunker",304,43987281,93.87
"carp",304,43987585,93.87
"catfish",304,43987889,93.87
"cheeseburger",304,43988193,93.87
"choreography",304,43988497,93.87
"cramped",304,43988801,93.87
"deluxe",304,43989105,93.87
"directive",304,43989409,93.87
"domino",304,43989713,93.87
"exemptions",304,43990017,93.88
"fragments",304,43990321,93.88
"gubernatorial",304,43990625,93.88
"honolulu",304,43990929,93.88
"inheritance",304,43991233,93.88
"mcguire",304,43991537,93.88
"missiles",304,43991841,93.88
"mocking",304,43992145,93.88
"modeled",304,43992449,93.88
"octopus",304,43992753,93.88
"opaque",304,43993057,93.88
"overdose",304,43993361,93.88
"overshadowed",304,43993665,93.88
"pas",304,43993969,93.88
"pooh",304,43994273,93.88
"powerpoint",304,43994577,93.89
"prized",304,43994881,93.89
"prophecy",304,43995185,93.89
"provincial",304,43995489,93.89
"purposely",304,43995793,93.89
"racked",304,43996097,93.89
"scaled",304,43996401,93.89
"sensational",304,43996705,93.89
"sherwood",304,43997009,93.89
"strengthened",304,43997313,93.89
"uneasy",304,43997617,93.89
"awkwardly",303,43997920,93.89
"cannabis",303,43998223,93.89
"dispensaries",303,43998526,93.89
"distributing",303,43998829,93.89
"formats",303,43999132,93.89
"funnel",303,43999435,93.9
"insignificant",303,43999738,93.9
"joplin",303,44000041,93.9
"maritime",303,44000344,93.9
"recital",303,44000647,93.9
"shapiro",303,44000950,93.9
"specified",303,44001253,93.9
"trivial",303,44001556,93.9
"ts",303,44001859,93.9
"wrinkles",303,44002162,93.9
"arises",302,44002464,93.9
"baseline",302,44002766,93.9
"bowman",302,44003068,93.9
"brat",302,44003370,93.9
"cleaners",302,44003672,93.9
"cookbooks",302,44003974,93.91
"costello",302,44004276,93.91
"coyote",302,44004578,93.91
"cuff",302,44004880,93.91
"detached",302,44005182,93.91
"draining",302,44005484,93.91
"fades",302,44005786,93.91
"flint",302,44006088,93.91
"forwarded",302,44006390,93.91
"geo",302,44006692,93.91
"gibbs",302,44006994,93.91
"horrendous",302,44007296,93.91
"insured",302,44007598,93.91
"linear",302,44007900,93.91
"lulu",302,44008202,93.91
"metabolism",302,44008504,93.91
"pastel",302,44008806,93.92
"receptions",302,44009108,93.92
"sanctioned",302,44009410,93.92
"shooters",302,44009712,93.92
"swore",302,44010014,93.92
"voicemail",302,44010316,93.92
"accommodation",301,44010617,93.92
"beasts",301,44010918,93.92
"cages",301,44011219,93.92
"clicks",301,44011520,93.92
"comedic",301,44011821,93.92
"customized",301,44012122,93.92
"distinctly",301,44012423,93.92
"dividing",301,44012724,93.92
"enlightened",301,44013025,93.92
"exploited",301,44013326,93.93
"francois",301,44013627,93.93
"freebie",301,44013928,93.93
"gale",301,44014229,93.93
"glaring",301,44014530,93.93
"governed",301,44014831,93.93
"handwriting",301,44015132,93.93
"heartache",301,44015433,93.93
"heir",301,44015734,93.93
"injected",301,44016035,93.93
"interacting",301,44016336,93.93
"lacy",301,44016637,93.93
"marcia",301,44016938,93.93
"ministries",301,44017239,93.93
"originals",301,44017540,93.93
"payoff",301,44017841,93.93
"reassuring",301,44018142,93.94
"shipment",301,44018443,93.94
"smelly",301,44018744,93.94
"twitters",301,44019045,93.94
"unarmed",301,44019346,93.94
"borderline",300,44019646,93.94
"brokerage",300,44019946,93.94
"consortium",300,44020246,93.94
"crises",300,44020546,93.94
"diligence",300,44020846,93.94
"dismal",300,44021146,93.94
"enclosed",300,44021446,93.94
"farrell",300,44021746,93.94
"flashy",300,44022046,93.94
"fouled",300,44022346,93.94
"graph",300,44022646,93.94
"hierarchy",300,44022946,93.95
"manga",300,44023246,93.95
"misplaced",300,44023546,93.95
"motorcycles",300,44023846,93.95
"peeling",300,44024146,93.95
"pounded",300,44024446,93.95
"rectangle",300,44024746,93.95
"slab",300,44025046,93.95
"stricken",300,44025346,93.95
"swam",300,44025646,93.95
"swine",300,44025946,93.95
"appalling",299,44026245,93.95
"campers",299,44026544,93.95
"concussions",299,44026843,93.95
"dependence",299,44027142,93.95
"foggy",299,44027441,93.96
"generals",299,44027740,93.96
"grits",299,44028039,93.96
"harmed",299,44028338,93.96
"hon",299,44028637,93.96
"hourly",299,44028936,93.96
"ike",299,44029235,93.96
"inadvertently",299,44029534,93.96
"indonesian",299,44029833,93.96
"laundering",299,44030132,93.96
"livingston",299,44030431,93.96
"multimedia",299,44030730,93.96
"paisley",299,44031029,93.96
"palestine",299,44031328,93.96
"preached",299,44031627,93.96
"rake",299,44031926,93.96
"saloon",299,44032225,93.97
"simmering",299,44032524,93.97
"sly",299,44032823,93.97
"specializing",299,44033122,93.97
"stadiums",299,44033421,93.97
"taxed",299,44033720,93.97
"veterinary",299,44034019,93.97
"asians",298,44034317,93.97
"attackers",298,44034615,93.97
"beginners",298,44034913,93.97
"cajun",298,44035211,93.97
"carlo",298,44035509,93.97
"chamberlain",298,44035807,93.97
"cigars",298,44036105,93.97
"concentrating",298,44036403,93.97
"foliage",298,44036701,93.97
"furnishings",298,44036999,93.98
"hemingway",298,44037297,93.98
"isabel",298,44037595,93.98
"lighten",298,44037893,93.98
"milkshake",298,44038191,93.98
"piping",298,44038489,93.98
"pressured",298,44038787,93.98
"recreate",298,44039085,93.98
"sal",298,44039383,93.98
"sandoval",298,44039681,93.98
"settlements",298,44039979,93.98
"streetcar",298,44040277,93.98
"unintended",298,44040575,93.98
"valve",298,44040873,93.98
"wei",298,44041171,93.98
"bangkok",297,44041468,93.99
"bernstein",297,44041765,93.99
"bicycles",297,44042062,93.99
"blaine",297,44042359,93.99
"brighton",297,44042656,93.99
"browne",297,44042953,93.99
"brutality",297,44043250,93.99
"cancellation",297,44043547,93.99
"doughnut",297,44043844,93.99
"dudley",297,44044141,93.99
"ejected",297,44044438,93.99
"existent",297,44044735,93.99
"garland",297,44045032,93.99
"holler",297,44045329,93.99
"invaded",297,44045626,93.99
"masked",297,44045923,93.99
"meaty",297,44046220,94
"pearson",297,44046517,94
"proclaim",297,44046814,94
"rejects",297,44047111,94
"restrained",297,44047408,94
"scholarly",297,44047705,94
"steaming",297,44048002,94
"teamwork",297,44048299,94
"tm",297,44048596,94
"watered",297,44048893,94
"amend",296,44049189,94
"assaulting",296,44049485,94
