"","value","count","cumsum","pct"
"3935","ruin",503,30936273,94.07
"3936","seasonal",503,30936776,94.07
"3937","blonde",502,30937278,94.07
"3938","lobby",502,30937780,94.08
"3939","microwave",502,30938282,94.08
"3940","advocate",501,30938783,94.08
"3941","backwards",501,30939284,94.08
"3942","chatting",501,30939785,94.08
"3943","cottage",501,30940286,94.08
"3944","decorate",501,30940787,94.08
"3945","refrigerator",501,30941288,94.09
"3946","tray",501,30941789,94.09
"3947","coalition",500,30942289,94.09
"3948","darling",500,30942789,94.09
"3949","indicate",500,30943289,94.09
"3950","minimal",500,30943789,94.09
"3951","notebook",500,30944289,94.1
"3952","premise",500,30944789,94.1
"3953","rude",500,30945289,94.1
"3954","suggesting",500,30945789,94.1
"3955","accidentally",499,30946288,94.1
"3956","priced",499,30946787,94.1
"3957","trap",499,30947286,94.1
"3958","glow",498,30947784,94.11
"3959","improving",498,30948282,94.11
"3960","observe",498,30948780,94.11
"3961","pursuit",498,30949278,94.11
"3962","reporter",498,30949776,94.11
"3963","scattered",498,30950274,94.11
"3964","accessible",496,30950770,94.12
"3965","bulk",496,30951266,94.12
"3966","hurting",496,30951762,94.12
"3967","intervention",496,30952258,94.12
"3968","chuck",495,30952753,94.12
"3969","graduation",495,30953248,94.12
"3970","magnificent",495,30953743,94.12
"3971","query",495,30954238,94.13
"3972","sophisticated",495,30954733,94.13
"3973","stitching",495,30955228,94.13
"3974","adopt",494,30955722,94.13
"3975","convenient",494,30956216,94.13
"3976","dimension",494,30956710,94.13
"3977","satisfaction",494,30957204,94.13
"3978","scientist",494,30957698,94.14
"3979","tablespoon",494,30958192,94.14
"3980","almond",493,30958685,94.14
"3981","assigned",493,30959178,94.14
"3982","learnt",493,30959671,94.14
"3983","triple",493,30960164,94.14
"3984","eh",492,30960656,94.15
"3985","furthermore",492,30961148,94.15
"3986","involvement",492,30961640,94.15
"3987","sustainable",492,30962132,94.15
"3988","virus",492,30962624,94.15
"3989","alter",491,30963115,94.15
"3990","cracked",491,30963606,94.15
"3991","depend",491,30964097,94.16
"3992","evenly",491,30964588,94.16
"3993","fluid",490,30965078,94.16
"3994","substitute",490,30965568,94.16
"3995","sunset",490,30966058,94.16
"3996","continually",489,30966547,94.16
"3997","landing",489,30967036,94.16
"3998","partially",489,30967525,94.17
"3999","rep",489,30968014,94.17
"4000","vague",489,30968503,94.17
"4001","bullet",488,30968991,94.17
"4002","fork",488,30969479,94.17
"4003","participation",488,30969967,94.17
"4004","sixth",488,30970455,94.18
"4005","achievement",487,30970942,94.18
"4006","champagne",487,30971429,94.18
"4007","principal",487,30971916,94.18
"4008","yelling",487,30972403,94.18
"4009","dependent",486,30972889,94.18
"4010","morgan",486,30973375,94.18
"4011","poll",486,30973861,94.19
"4012","aging",485,30974346,94.19
"4013","binding",485,30974831,94.19
"4014","cruise",485,30975316,94.19
"4015","elephant",485,30975801,94.19
"4016","inevitably",485,30976286,94.19
"4017","jury",485,30976771,94.19
"4018","legendary",485,30977256,94.2
"4019","mash",485,30977741,94.2
"4020","abundance",484,30978225,94.2
"4021","cole",484,30978709,94.2
"4022","default",484,30979193,94.2
"4023","abstract",483,30979676,94.2
"4024","journalism",483,30980159,94.2
"4025","muffin",483,30980642,94.21
"4026","rainy",483,30981125,94.21
"4027","slipped",483,30981608,94.21
"4028","smoked",483,30982091,94.21
"4029","stadium",483,30982574,94.21
"4030","stressful",483,30983057,94.21
"4031","terrific",483,30983540,94.21
"4032","alliance",482,30984022,94.22
"4033","anonymous",482,30984504,94.22
"4034","brad",482,30984986,94.22
"4035","feminine",482,30985468,94.22
"4036","handling",482,30985950,94.22
"4037","spreading",482,30986432,94.22
"4038","bat",481,30986913,94.23
"4039","boiling",481,30987394,94.23
"4040","dash",481,30987875,94.23
"4041","dislike",481,30988356,94.23
"4042","exotic",481,30988837,94.23
"4043","profession",481,30989318,94.23
"4044","anticipation",480,30989798,94.23
"4045","perry",480,30990278,94.24
"4046","possession",480,30990758,94.24
"4047","protagonist",480,30991238,94.24
"4048","organize",479,30991717,94.24
"4049","realization",479,30992196,94.24
"4050","clarity",478,30992674,94.24
"4051","constitutional",478,30993152,94.24
"4052","follower",478,30993630,94.25
"4053","gaining",478,30994108,94.25
"4054","pinch",478,30994586,94.25
"4055","ratio",478,30995064,94.25
"4056","targeted",478,30995542,94.25
"4057","examine",477,30996019,94.25
"4058","listing",477,30996496,94.25
"4059","pete",477,30996973,94.26
"4060","scarf",477,30997450,94.26
"4061","broth",476,30997926,94.26
"4062","lamp",476,30998402,94.26
"4063","revolutionary",476,30998878,94.26
"4064","slavery",476,30999354,94.26
"4065","starring",476,30999830,94.26
"4066","capitalism",475,31000305,94.27
"4067","skies",475,31000780,94.27
"4068","arrangement",474,31001254,94.27
"4069","dean",474,31001728,94.27
"4070","drawer",474,31002202,94.27
"4071","quarters",474,31002676,94.27
"4072","squad",474,31003150,94.27
"4073","tub",474,31003624,94.28
"4074","cage",473,31004097,94.28
"4075","confess",473,31004570,94.28
"4076","popularity",473,31005043,94.28
"4077","reasonably",473,31005516,94.28
"4078","artificial",472,31005988,94.28
"4079","bend",472,31006460,94.28
"4080","maria",472,31006932,94.29
"4081","reserved",472,31007404,94.29
"4082","server",472,31007876,94.29
"4083","sa",471,31008347,94.29
"4084","se",471,31008818,94.29
"4085","spinning",471,31009289,94.29
"4086","thumb",471,31009760,94.29
"4087","allegedly",470,31010230,94.3
"4088","chop",470,31010700,94.3
"4089","conscience",470,31011170,94.3
"4090","hike",470,31011640,94.3
"4091","representation",470,31012110,94.3
"4092","vet",470,31012580,94.3
"4093","firstly",469,31013049,94.3
"4094","freezing",469,31013518,94.31
"4095","grandpa",469,31013987,94.31
"4096","mutual",469,31014456,94.31
"4097","signal",469,31014925,94.31
"4098","whatsoever",469,31015394,94.31
"4099","holly",468,31015862,94.31
"4100","medication",468,31016330,94.31
"4101","promising",468,31016798,94.32
"4102","reflected",468,31017266,94.32
"4103","revealing",468,31017734,94.32
"4104","rope",468,31018202,94.32
"4105","curiosity",467,31018669,94.32
"4106","folded",467,31019136,94.32
"4107","openly",467,31019603,94.32
"4108","planting",467,31020070,94.33
"4109","rejection",467,31020537,94.33
"4110","circuit",466,31021003,94.33
"4111","nowadays",466,31021469,94.33
"4112","carrot",465,31021934,94.33
"4113","goddess",465,31022399,94.33
"4114","inks",465,31022864,94.33
"4115","observation",465,31023329,94.34
"4116","rational",465,31023794,94.34
"4117","ashamed",464,31024258,94.34
"4118","critique",464,31024722,94.34
"4119","deserved",464,31025186,94.34
"4120","ford",464,31025650,94.34
"4121","manual",464,31026114,94.34
"4122","outlet",464,31026578,94.35
"4123","template",464,31027042,94.35
"4124","thoughtful",464,31027506,94.35
"4125","forcing",463,31027969,94.35
"4126","fur",463,31028432,94.35
"4127","mill",463,31028895,94.35
"4128","trilogy",463,31029358,94.35
"4129","cliff",462,31029820,94.36
"4130","delay",462,31030282,94.36
"4131","nancy",462,31030744,94.36
"4132","soak",462,31031206,94.36
"4133","theirs",462,31031668,94.36
"4134","utter",462,31032130,94.36
"4135","collaboration",461,31032591,94.36
"4136","cookbook",461,31033052,94.37
"4137","embarrassing",461,31033513,94.37
"4138","gaming",461,31033974,94.37
"4139","intensity",461,31034435,94.37
"4140","wage",461,31034896,94.37
"4141","wrapping",461,31035357,94.37
"4142","brewer",460,31035817,94.37
"4143","echo",460,31036277,94.38
"4144","employer",460,31036737,94.38
"4145","paradise",460,31037197,94.38
"4146","poison",460,31037657,94.38
"4147","vibrant",460,31038117,94.38
"4148","android",459,31038576,94.38
"4149","casting",459,31039035,94.38
"4150","centered",459,31039494,94.39
"4151","despair",459,31039953,94.39
"4152","incorporate",459,31040412,94.39
"4153","prep",459,31040871,94.39
"4154","presumably",459,31041330,94.39
"4155","qualified",459,31041789,94.39
"4156","copper",458,31042247,94.39
"4157","outline",458,31042705,94.39
"4158","finely",457,31043162,94.4
"4159","potty",457,31043619,94.4
"4160","strategic",457,31044076,94.4
"4161","buzz",456,31044532,94.4
"4162","dignity",456,31044988,94.4
"4163","picnic",456,31045444,94.4
"4164","chic",455,31045899,94.4
"4165","damned",455,31046354,94.41
"4166","easiest",455,31046809,94.41
"4167","forming",455,31047264,94.41
"4168","isolated",455,31047719,94.41
"4169","jenny",455,31048174,94.41
"4170","lesser",455,31048629,94.41
"4171","moderate",455,31049084,94.41
"4172","supernatural",455,31049539,94.42
"4173","yourselves",455,31049994,94.42
"4174","advised",454,31050448,94.42
"4175","behave",454,31050902,94.42
"4176","dose",454,31051356,94.42
"4177","generate",454,31051810,94.42
"4178","gut",454,31052264,94.42
"4179","premium",454,31052718,94.43
"4180","roller",454,31053172,94.43
"4181","sympathy",454,31053626,94.43
"4182","thats",454,31054080,94.43
"4183","cooler",453,31054533,94.43
"4184","leftover",453,31054986,94.43
"4185","mankind",453,31055439,94.43
"4186","resolve",453,31055892,94.43
"4187","wildlife",453,31056345,94.44
"4188","economics",452,31056797,94.44
"4189","interact",452,31057249,94.44
"4190","reliable",452,31057701,94.44
"4191","specialist",452,31058153,94.44
"4192","spy",452,31058605,94.44
"4193","auction",451,31059056,94.44
"4194","bliss",451,31059507,94.45
"4195","corrupt",451,31059958,94.45
"4196","doctrine",451,31060409,94.45
"4197","entity",451,31060860,94.45
"4198","envelope",451,31061311,94.45
"4199","funded",451,31061762,94.45
"4200","necessity",451,31062213,94.45
"4201","sweater",451,31062664,94.46
"4202","switched",451,31063115,94.46
"4203","treating",451,31063566,94.46
"4204","vary",451,31064017,94.46
"4205","admission",450,31064467,94.46
"4206","broccoli",450,31064917,94.46
"4207","cartoon",450,31065367,94.46
"4208","eternity",450,31065817,94.47
"4209","las",450,31066267,94.47
"4210","lightning",450,31066717,94.47
"4211","snapped",450,31067167,94.47
"4212","brazil",449,31067616,94.47
"4213","fiber",449,31068065,94.47
"4214","ugh",449,31068514,94.47
"4215","wander",449,31068963,94.47
"4216","arrange",448,31069411,94.48
"4217","civilization",448,31069859,94.48
"4218","gifted",448,31070307,94.48
"4219","graduated",448,31070755,94.48
"4220","graham",448,31071203,94.48
"4221","jungle",448,31071651,94.48
"4222","paired",448,31072099,94.48
"4223","pantry",448,31072547,94.49
"4224","scroll",448,31072995,94.49
"4225","strain",448,31073443,94.49
"4226","supermarket",448,31073891,94.49
"4227","cereal",447,31074338,94.49
"4228","ethics",447,31074785,94.49
"4229","sofa",447,31075232,94.49
"4230","trace",447,31075679,94.5
"4231","coal",445,31076124,94.5
"4232","dragged",445,31076569,94.5
"4233","enable",445,31077014,94.5
"4234","unhappy",445,31077459,94.5
"4235","amusing",444,31077903,94.5
"4236","batman",444,31078347,94.5
"4237","chamber",444,31078791,94.5
"4238","collins",444,31079235,94.51
"4239","conviction",444,31079679,94.51
"4240","mist",444,31080123,94.51
"4241","nutrition",444,31080567,94.51
"4242","weigh",444,31081011,94.51
"4243","cozy",443,31081454,94.51
"4244","disappointing",443,31081897,94.51
"4245","dominated",443,31082340,94.52
"4246","emerge",443,31082783,94.52
"4247","gel",443,31083226,94.52
"4248","inviting",443,31083669,94.52
"4249","linen",443,31084112,94.52
"4250","musician",443,31084555,94.52
"4251","ranging",443,31084998,94.52
"4252","burnt",442,31085440,94.52
"4253","investigate",442,31085882,94.53
"4254","maple",442,31086324,94.53
"4255","marine",442,31086766,94.53
"4256","moreover",442,31087208,94.53
"4257","poker",442,31087650,94.53
"4258","stiff",442,31088092,94.53
"4259","straw",442,31088534,94.53
"4260","array",441,31088975,94.54
"4261","gem",441,31089416,94.54
"4262","warrior",441,31089857,94.54
"4263","aircraft",440,31090297,94.54
"4264","expanding",440,31090737,94.54
"4265","jo",440,31091177,94.54
"4266","concentration",439,31091616,94.54
"4267","nut",439,31092055,94.54
"4268","rode",439,31092494,94.55
"4269","bees",438,31092932,94.55
"4270","blended",438,31093370,94.55
"4271","destiny",438,31093808,94.55
"4272","eats",438,31094246,94.55
"4273","instrument",438,31094684,94.55
"4274","lounge",438,31095122,94.55
"4275","parallel",438,31095560,94.56
"4276","sensation",438,31095998,94.56
"4277","tango",438,31096436,94.56
"4278","consume",437,31096873,94.56
"4279","conventional",437,31097310,94.56
"4280","scan",437,31097747,94.56
"4281","scoop",437,31098184,94.56
"4282","tobacco",437,31098621,94.56
"4283","curriculum",436,31099057,94.57
"4284","eliminate",436,31099493,94.57
"4285","infinite",436,31099929,94.57
"4286","psychology",436,31100365,94.57
"4287","recession",436,31100801,94.57
"4288","apartheid",435,31101236,94.57
"4289","cant",435,31101671,94.57
"4290","scare",435,31102106,94.58
"4291","beth",434,31102540,94.58
"4292","bleeding",434,31102974,94.58
"4293","handled",434,31103408,94.58
"4294","quirky",434,31103842,94.58
"4295","reducing",434,31104276,94.58
"4296","residence",434,31104710,94.58
"4297","tommy",434,31105144,94.58
"4298","canned",433,31105577,94.59
"4299","glued",433,31106010,94.59
"4300","ideology",433,31106443,94.59
"4301","lettuce",433,31106876,94.59
"4302","owe",433,31107309,94.59
"4303","polite",433,31107742,94.59
"4304","shallow",433,31108175,94.59
"4305","shifting",433,31108608,94.6
"4306","stem",433,31109041,94.6
"4307","component",432,31109473,94.6
"4308","ignorant",432,31109905,94.6
"4309","input",432,31110337,94.6
"4310","lastly",432,31110769,94.6
"4311","participant",432,31111201,94.6
"4312","phoenix",432,31111633,94.6
"4313","tournament",432,31112065,94.61
"4314","tunnel",432,31112497,94.61
"4315","wounds",432,31112929,94.61
"4316","cardboard",431,31113360,94.61
"4317","fulfill",431,31113791,94.61
"4318","momentum",431,31114222,94.61
"4319","penalty",431,31114653,94.61
"4320","requirement",431,31115084,94.61
"4321","steep",431,31115515,94.62
"4322","supper",431,31115946,94.62
"4323","throne",431,31116377,94.62
"4324","curve",430,31116807,94.62
"4325","glaze",430,31117237,94.62
"4326","hammer",430,31117667,94.62
"4327","mi",430,31118097,94.62
"4328","norm",430,31118527,94.63
"4329","reduction",430,31118957,94.63
"4330","secretly",430,31119387,94.63
"4331","soaked",430,31119817,94.63
"4332","vitamin",430,31120247,94.63
"4333","bargain",429,31120676,94.63
"4334","booked",429,31121105,94.63
"4335","hopeful",429,31121534,94.63
"4336","irony",429,31121963,94.64
"4337","jet",429,31122392,94.64
"4338","puzzle",429,31122821,94.64
"4339","rail",429,31123250,94.64
"4340","restore",429,31123679,94.64
"4341","resume",429,31124108,94.64
"4342","warmer",429,31124537,94.64
"4343","admittedly",428,31124965,94.64
"4344","composed",428,31125393,94.65
"4345","expanded",428,31125821,94.65
"4346","instruction",428,31126249,94.65
"4347","playground",428,31126677,94.65
"4348","therapist",428,31127105,94.65
"4349","blender",427,31127532,94.65
"4350","dense",427,31127959,94.65
"4351","flexible",427,31128386,94.66
"4352","ingredient",427,31128813,94.66
"4353","invasion",427,31129240,94.66
"4354","loyalty",427,31129667,94.66
"4355","arise",426,31130093,94.66
"4356","attraction",426,31130519,94.66
"4357","fog",426,31130945,94.66
"4358","heather",426,31131371,94.66
"4359","notable",426,31131797,94.67
"4360","senator",426,31132223,94.67
"4361","spark",426,31132649,94.67
"4362","terry",426,31133075,94.67
"4363","bishop",425,31133500,94.67
"4364","confirm",425,31133925,94.67
"4365","forgetting",425,31134350,94.67
"4366","quilting",425,31134775,94.67
"4367","rapid",425,31135200,94.68
"4368","ross",425,31135625,94.68
"4369","shouting",425,31136050,94.68
"4370","titanic",425,31136475,94.68
"4371","palette",424,31136899,94.68
"4372","convincing",423,31137322,94.68
"4373","crochet",423,31137745,94.68
"4374","driveway",423,31138168,94.69
"4375","moist",423,31138591,94.69
"4376","nelson",423,31139014,94.69
"4377","prophet",423,31139437,94.69
"4378","twine",423,31139860,94.69
"4379","compromise",422,31140282,94.69
"4380","dominant",422,31140704,94.69
"4381","fictional",422,31141126,94.69
"4382","harmony",422,31141548,94.7
"4383","precise",422,31141970,94.7
"4384","righteous",422,31142392,94.7
"4385","arsenal",421,31142813,94.7
"4386","championship",421,31143234,94.7
"4387","cleaner",421,31143655,94.7
"4388","deliberately",421,31144076,94.7
"4389","funky",421,31144497,94.7
"4390","possess",421,31144918,94.71
"4391","likewise",420,31145338,94.71
"4392","savior",420,31145758,94.71
"4393","tad",420,31146178,94.71
"4394","affection",419,31146597,94.71
"4395","criteria",419,31147016,94.71
"4396","gene",419,31147435,94.71
"4397","oatmeal",419,31147854,94.71
"4398","rental",419,31148273,94.72
"4399","satisfy",419,31148692,94.72
"4400","separation",419,31149111,94.72
"4401","shark",419,31149530,94.72
"4402","socialist",419,31149949,94.72
"4403","thunder",419,31150368,94.72
"4404","tightly",419,31150787,94.72
"4405","traditionally",419,31151206,94.72
"4406","disability",418,31151624,94.73
"4407","indigenous",418,31152042,94.73
"4408","vinyl",418,31152460,94.73
"4409","wit",418,31152878,94.73
"4410","ash",417,31153295,94.73
"4411","gaze",417,31153712,94.73
"4412","peach",417,31154129,94.73
"4413","physics",417,31154546,94.73
"4414","stealing",417,31154963,94.74
"4415","sunlight",417,31155380,94.74
"4416","discrimination",416,31155796,94.74
"4417","doc",416,31156212,94.74
"4418","earthquake",416,31156628,94.74
"4419","strangely",416,31157044,94.74
"4420","strictly",416,31157460,94.74
"4421","vivid",416,31157876,94.74
"4422","colleague",415,31158291,94.75
"4423","distributed",415,31158706,94.75
"4424","elaborate",415,31159121,94.75
"4425","enhance",415,31159536,94.75
"4426","invention",415,31159951,94.75
"4427","lame",415,31160366,94.75
"4428","pineapple",415,31160781,94.75
"4429","tide",415,31161196,94.76
"4430","topping",415,31161611,94.76
"4431","citrus",414,31162025,94.76
"4432","defensive",414,31162439,94.76
"4433","disc",414,31162853,94.76
"4434","morality",414,31163267,94.76
"4435","pathetic",414,31163681,94.76
"4436","thriller",414,31164095,94.76
"4437","fitted",413,31164508,94.77
"4438","regulation",413,31164921,94.77
"4439","ruined",413,31165334,94.77
"4440","serial",413,31165747,94.77
"4441","suspected",413,31166160,94.77
"4442","buffalo",412,31166572,94.77
"4443","endure",412,31166984,94.77
"4444","hong",412,31167396,94.77
"4445","niece",412,31167808,94.78
"4446","orchestra",412,31168220,94.78
"4447","pulse",412,31168632,94.78
"4448","seated",412,31169044,94.78
"4449","swiss",412,31169456,94.78
"4450","virtue",412,31169868,94.78
"4451","cult",411,31170279,94.78
"4452","dug",411,31170690,94.78
"4453","eligible",411,31171101,94.79
"4454","grease",411,31171512,94.79
"4455","rant",411,31171923,94.79
"4456","rounded",411,31172334,94.79
"4457","addicted",410,31172744,94.79
"4458","carol",410,31173154,94.79
"4459","chemistry",410,31173564,94.79
"4460","exploration",410,31173974,94.79
"4461","ironically",410,31174384,94.8
"4462","alternate",409,31174793,94.8
"4463","berlin",409,31175202,94.8
"4464","donated",409,31175611,94.8
"4465","fascinated",409,31176020,94.8
"4466","mitt",409,31176429,94.8
"4467","nearest",409,31176838,94.8
"4468","rushing",409,31177247,94.8
"4469","scandal",409,31177656,94.81
"4470","composition",408,31178064,94.81
"4471","considerable",408,31178472,94.81
"4472","dump",408,31178880,94.81
"4473","innocence",408,31179288,94.81
"4474","locally",408,31179696,94.81
"4475","suspended",408,31180104,94.81
"4476","arc",407,31180511,94.81
"4477","confession",407,31180918,94.82
"4478","denial",407,31181325,94.82
"4479","disgusting",407,31181732,94.82
"4480","grin",407,31182139,94.82
"4481","immune",407,31182546,94.82
"4482","keyboard",407,31182953,94.82
"4483","pope",407,31183360,94.82
"4484","prose",407,31183767,94.82
"4485","stake",407,31184174,94.82
"4486","usage",407,31184581,94.83
"4487","cartridge",406,31184987,94.83
"4488","framed",406,31185393,94.83
"4489","leaning",406,31185799,94.83
"4490","lining",406,31186205,94.83
"4491","measuring",406,31186611,94.83
"4492","simplicity",406,31187017,94.83
"4493","comforting",405,31187422,94.83
"4494","frost",405,31187827,94.84
"4495","oddly",405,31188232,94.84
"4496","spine",405,31188637,94.84
"4497","transform",405,31189042,94.84
"4498","unaware",405,31189447,94.84
"4499","cheesecake",404,31189851,94.84
"4500","faculty",404,31190255,94.84
"4501","resting",404,31190659,94.84
"4502","sensible",404,31191063,94.85
"4503","sporting",404,31191467,94.85
"4504","surrender",404,31191871,94.85
"4505","transferred",404,31192275,94.85
"4506","beneficial",403,31192678,94.85
"4507","exclusively",403,31193081,94.85
"4508","inform",403,31193484,94.85
"4509","sung",403,31193887,94.85
"4510","void",403,31194290,94.86
"4511","blade",402,31194692,94.86
"4512","expansion",402,31195094,94.86
"4513","magnolia",402,31195496,94.86
"4514","banking",401,31195897,94.86
"4515","counsel",401,31196298,94.86
"4516","craving",401,31196699,94.86
"4517","larry",401,31197100,94.86
"4518","nerve",401,31197501,94.87
"4519","nominated",401,31197902,94.87
"4520","peer",401,31198303,94.87
"4521","sleeve",401,31198704,94.87
"4522","cooling",400,31199104,94.87
"4523","hallway",400,31199504,94.87
"4524","illusion",400,31199904,94.87
"4525","kindergarten",400,31200304,94.87
"4526","sorrow",400,31200704,94.88
"4527","summit",400,31201104,94.88
"4528","attachment",399,31201503,94.88
"4529","earning",399,31201902,94.88
"4530","functional",399,31202301,94.88
"4531","genetic",399,31202700,94.88
"4532","inspirational",399,31203099,94.88
"4533","personnel",399,31203498,94.88
"4534","pole",399,31203897,94.88
"4535","preschool",399,31204296,94.89
"4536","tactics",399,31204695,94.89
"4537","tribe",399,31205094,94.89
"4538","compensation",398,31205492,94.89
"4539","currency",398,31205890,94.89
"4540","examination",398,31206288,94.89
"4541","grammar",398,31206686,94.89
"4542","saucepan",398,31207084,94.89
"4543","secondly",398,31207482,94.9
"4544","temptation",398,31207880,94.9
"4545","terrifying",398,31208278,94.9
"4546","cattle",397,31208675,94.9
"4547","infringement",397,31209072,94.9
"4548","mounted",397,31209469,94.9
"4549","rod",397,31209866,94.9
"4550","seam",397,31210263,94.9
"4551","berry",396,31210659,94.91
"4552","hath",396,31211055,94.91
"4553","stain",396,31211451,94.91
"4554","undoubtedly",396,31211847,94.91
"4555","wounded",396,31212243,94.91
"4556","believer",395,31212638,94.91
"4557","buck",395,31213033,94.91
"4558","crawl",395,31213428,94.91
"4559","distinction",395,31213823,94.92
"4560","duration",395,31214218,94.92
"4561","medieval",395,31214613,94.92
"4562","passenger",395,31215008,94.92
"4563","swept",395,31215403,94.92
"4564","consultant",394,31215797,94.92
"4565","headache",394,31216191,94.92
"4566","namely",394,31216585,94.92
"4567","segment",394,31216979,94.92
"4568","underlying",394,31217373,94.93
"4569","villain",394,31217767,94.93
"4570","agriculture",393,31218160,94.93
"4571","designing",393,31218553,94.93
"4572","relieved",393,31218946,94.93
"4573","respective",393,31219339,94.93
"4574","retain",393,31219732,94.93
"4575","tennis",393,31220125,94.93
"4576","toxic",393,31220518,94.94
"4577","abundant",392,31220910,94.94
"4578","additionally",392,31221302,94.94
"4579","bore",392,31221694,94.94
"4580","converted",392,31222086,94.94
"4581","devastating",392,31222478,94.94
"4582","dye",392,31222870,94.94
"4583","exceptional",392,31223262,94.94
"4584","ie",392,31223654,94.95
"4585","sixteen",392,31224046,94.95
"4586","chorus",391,31224437,94.95
"4587","curtain",391,31224828,94.95
"4588","formerly",391,31225219,94.95
"4589","offense",391,31225610,94.95
"4590","preference",391,31226001,94.95
"4591","stark",391,31226392,94.95
"4592","stole",391,31226783,94.95
"4593","chilly",390,31227173,94.96
"4594","convenience",390,31227563,94.96
"4595","declined",390,31227953,94.96
"4596","diabetes",390,31228343,94.96
"4597","eagle",390,31228733,94.96
"4598","genesis",390,31229123,94.96
"4599","qualify",390,31229513,94.96
"4600","rat",390,31229903,94.96
"4601","verbal",390,31230293,94.97
"4602","viewer",390,31230683,94.97
"4603","assure",389,31231072,94.97
"4604","mango",389,31231461,94.97
"4605","promptly",389,31231850,94.97
"4606","sealed",389,31232239,94.97
"4607","varied",389,31232628,94.97
"4608","ballet",388,31233016,94.97
"4609","consequence",388,31233404,94.97
"4610","diagnosis",388,31233792,94.98
"4611","fare",388,31234180,94.98
"4612","franklin",388,31234568,94.98
"4613","identical",388,31234956,94.98
"4614","modest",388,31235344,94.98
"4615","premier",388,31235732,94.98
"4616","proceed",388,31236120,94.98
"4617","rank",388,31236508,94.98
"4618","sage",388,31236896,94.99
"4619","spelling",388,31237284,94.99
"4620","warn",388,31237672,94.99
"4621","wasting",388,31238060,94.99
"4622","commander",387,31238447,94.99
"4623","narrator",387,31238834,94.99
"4624","rug",387,31239221,94.99
"4625","sip",387,31239608,94.99
"4626","begging",386,31239994,94.99
"4627","coincidence",386,31240380,95
"4628","reign",386,31240766,95
"4629","veteran",386,31241152,95
"4630","badge",385,31241537,95
"4631","comprehensive",385,31241922,95
"4632","lavender",385,31242307,95
"4633","paranormal",385,31242692,95
"4634","starter",385,31243077,95
"4635","trio",385,31243462,95.01
"4636","trunk",385,31243847,95.01
"4637","agricultural",384,31244231,95.01
"4638","clearing",384,31244615,95.01
"4639","dancer",384,31244999,95.01
"4640","editorial",384,31245383,95.01
"4641","efficiency",384,31245767,95.01
"4642","nephew",384,31246151,95.01
"4643","publicity",384,31246535,95.01
"4644","suspicious",384,31246919,95.02
"4645","anime",383,31247302,95.02
"4646","attach",383,31247685,95.02
"4647","heroine",383,31248068,95.02
"4648","readily",383,31248451,95.02
"4649","boiled",382,31248833,95.02
"4650","carl",382,31249215,95.02
"4651","celery",382,31249597,95.02
"4652","chronic",382,31249979,95.03
"4653","galaxy",382,31250361,95.03
"4654","genocide",382,31250743,95.03
"4655","griffin",382,31251125,95.03
"4656","metaphor",382,31251507,95.03
"4657","parker",382,31251889,95.03
"4658","ruby",382,31252271,95.03
"4659","spaghetti",382,31252653,95.03
"4660","spotlight",382,31253035,95.03
"4661","vacuum",382,31253417,95.04
"4662","bowls",381,31253798,95.04
"4663","clips",381,31254179,95.04
"4664","customs",381,31254560,95.04
"4665","definite",381,31254941,95.04
"4666","electrical",381,31255322,95.04
"4667","na",381,31255703,95.04
"4668","proceeds",381,31256084,95.04
"4669","residential",381,31256465,95.04
"4670","subway",381,31256846,95.05
"4671","surroundings",381,31257227,95.05
"4672","cabbage",380,31257607,95.05
"4673","cathedral",380,31257987,95.05
"4674","crispy",380,31258367,95.05
"4675","cycling",380,31258747,95.05
"4676","di",380,31259127,95.05
"4677","esteem",380,31259507,95.05
"4678","frog",380,31259887,95.06
"4679","nod",380,31260267,95.06
"4680","parchment",380,31260647,95.06
"4681","permit",380,31261027,95.06
"4682","petition",380,31261407,95.06
"4683","province",380,31261787,95.06
"4684","reasoning",380,31262167,95.06
"4685","zest",380,31262547,95.06
"4686","enjoyment",379,31262926,95.06
"4687","enthusiastic",379,31263305,95.07
"4688","righteousness",379,31263684,95.07
"4689","sesame",379,31264063,95.07
"4690","shield",379,31264442,95.07
"4691","toll",379,31264821,95.07
"4692","yield",379,31265200,95.07
"4693","accordingly",378,31265578,95.07
"4694","boo",378,31265956,95.07
"4695","bookstore",378,31266334,95.07
"4696","daisy",378,31266712,95.08
"4697","needles",378,31267090,95.08
"4698","refusing",378,31267468,95.08
"4699","severely",378,31267846,95.08
"4700","thrift",378,31268224,95.08
"4701","glossy",377,31268601,95.08
"4702","mushroom",377,31268978,95.08
"4703","weighed",377,31269355,95.08
"4704","absurd",376,31269731,95.09
"4705","blossom",376,31270107,95.09
"4706","cheating",376,31270483,95.09
"4707","complexity",376,31270859,95.09
"4708","feared",376,31271235,95.09
"4709","variation",376,31271611,95.09
"4710","cuisine",375,31271986,95.09
"4711","destructive",375,31272361,95.09
"4712","envy",375,31272736,95.09
"4713","expectation",375,31273111,95.1
"4714","guild",375,31273486,95.1
"4715","resolved",375,31273861,95.1
"4716","seventh",375,31274236,95.1
"4717","willingness",375,31274611,95.1
"4718","convert",374,31274985,95.1
"4719","ethical",374,31275359,95.1
"4720","frequency",374,31275733,95.1
"4721","loudly",374,31276107,95.1
"4722","rewarding",374,31276481,95.11
