"value","count","cumsum","pct"
"day weekend come",5,298407,54.19
"day weekend day",5,298412,54.19
"day weekend did",5,298417,54.19
"day weekend enjoy",5,298422,54.19
"day weekend get",5,298427,54.19
"day weeks away",5,298432,54.19
"day work get",5,298437,54.19
"day work go",5,298442,54.2
"day work going",5,298447,54.2
"day work good",5,298452,54.2
"day work hard",5,298457,54.2
"day work looking",5,298462,54.2
"day work went",5,298467,54.2
"days ago don",5,298472,54.2
"days ago good",5,298477,54.2
"days ago haven",5,298482,54.2
"days days school",5,298487,54.2
"days don get",5,298492,54.2
"days good luck",5,298497,54.21
"days left register",5,298502,54.21
"days left summer",5,298507,54.21
"days let get",5,298512,54.21
"days like want",5,298517,54.21
"days long time",5,298522,54.21
"days long years",5,298527,54.21
"days non stop",5,298532,54.21
"days take advantage",5,298537,54.21
"days till vegas",5,298542,54.21
"days time get",5,298547,54.21
"dc city council",5,298552,54.22
"dc stay tuned",5,298557,54.22
"dc united game",5,298562,54.22
"deaf hard hearing",5,298567,54.22
"deals california express",5,298572,54.22
"dear music thank",5,298577,54.22
"dear phone drop",5,298582,54.22
"dear san diego",5,298587,54.22
"debate last night",5,298592,54.22
"decent night sleep",5,298597,54.22
"decide going live",5,298602,54.22
"decided go bed",5,298607,54.23
"declared impossible done",5,298612,54.23
"deep fried butter",5,298617,54.23
"deep inside dream",5,298622,54.23
"define thomas jefferson",5,298627,54.23
"defining marriage union",5,298632,54.23
"definitely gonna make",5,298637,54.23
"definitely good thing",5,298642,54.23
"definitely just made",5,298647,54.23
"definitely kind day",5,298652,54.23
"definitely seems like",5,298657,54.23
"definitely take look",5,298662,54.24
"definitely want go",5,298667,54.24
"definition insanity doing",5,298672,54.24
"degrees outside right",5,298677,54.24
"del mar sm",5,298682,54.24
"delete account start",5,298687,54.24
"deleted twitter page",5,298692,54.24
"delicious ice cream",5,298697,54.24
"deliver bad news",5,298702,54.24
"demand freedom speech",5,298707,54.24
"demanded must regard",5,298712,54.24
"dentist appointment tomorrow",5,298717,54.25
"denver sept www",5,298722,54.25
"denver union station",5,298727,54.25
"depend depends solely",5,298732,54.25
"depends last hunger",5,298737,54.25
"depends solely think",5,298742,54.25
"depressed eat go",5,298747,54.25
"desk looks like",5,298752,54.25
"despite popular belief",5,298757,54.25
"destroying enemies make",5,298762,54.25
"destructive relationship email",5,298767,54.25
"determination hard work",5,298772,54.26
"determine succeed richard",5,298777,54.26
"determine thing shall",5,298782,54.26
"develop hunger accomplish",5,298787,54.26
"develop passion learning",5,298792,54.26
"developer based information",5,298797,54.26
"devils food cake",5,298802,54.26
"devils martini old",5,298807,54.26
"devoted service worry",5,298812,54.26
"diamonds best friend",5,298817,54.26
"did anyone check",5,298822,54.26
"did anyone record",5,298827,54.26
"did anything funny",5,298832,54.27
"did candidate cleveland",5,298837,54.27
"did catch last",5,298842,54.27
"did check new",5,298847,54.27
"did don think",5,298852,54.27
"did find twitter",5,298857,54.27
"did go bed",5,298862,54.27
"did go game",5,298867,54.27
"did go high",5,298872,54.27
"did good work",5,298877,54.27
"did great love",5,298882,54.27
"did great work",5,298887,54.28
"did happy dance",5,298892,54.28
"did hear going",5,298897,54.28
"did hope did",5,298902,54.28
"did just buy",5,298907,54.28
"did just fall",5,298912,54.28
"did just fine",5,298917,54.28
"did just follow",5,298922,54.28
"did just give",5,298927,54.28
"did just sing",5,298932,54.28
"did just think",5,298937,54.28
"did just use",5,298942,54.29
"did just walk",5,298947,54.29
"did last minute",5,298952,54.29
"did legs workout",5,298957,54.29
"did like video",5,298962,54.29
"did like years",5,298967,54.29
"did lot people",5,298972,54.29
"did made happy",5,298977,54.29
"did make cut",5,298982,54.29
"did make home",5,298987,54.29
"did make sure",5,298992,54.29
"did manage get",5,298997,54.3
"did miss today",5,299002,54.3
"did move miami",5,299007,54.3
"did pretty sure",5,299012,54.3
"did say just",5,299017,54.3
"did stay home",5,299022,54.3
"did think come",5,299027,54.3
"did think like",5,299032,54.3
"did think season",5,299037,54.3
"did think video",5,299042,54.3
"did twitter change",5,299047,54.3
"did wake early",5,299052,54.31
"did www com",5,299057,54.31
"did yard work",5,299062,54.31
"did years go",5,299067,54.31
"did yesterday seems",5,299072,54.31
"diego comic con",5,299077,54.31
"diego home garden",5,299082,54.31
"difference helping uncle",5,299087,54.31
"difference school life",5,299092,54.31
"difference style fashion",5,299097,54.31
"different time don",5,299102,54.31
"difficult takes day",5,299107,54.32
"dig best success",5,299112,54.32
"digital social media",5,299117,54.32
"dinner date tonight",5,299122,54.32
"dinner looking forward",5,299127,54.32
"dinner mon tues",5,299132,54.32
"dinner plans tonight",5,299137,54.32
"dinner tonight great",5,299142,54.32
"direct message account",5,299147,54.32
"direct message info",5,299152,54.32
"direct message sent",5,299157,54.32
"direct message twitter",5,299162,54.33
"direct message winner",5,299167,54.33
"direct messages twitter",5,299172,54.33
"discover limits possible",5,299177,54.33
"discovery get real",5,299182,54.33
"discovery said accident",5,299187,54.33
"disney concert hall",5,299192,54.33
"distance makes heart",5,299197,54.33
"divide small jobs",5,299202,54.33
"dj special guest",5,299207,54.33
"doc rivers kg",5,299212,54.33
"does better job",5,299217,54.34
"does coffee taste",5,299222,54.34
"does cost get",5,299227,54.34
"does fantastic job",5,299232,54.34
"does make good",5,299237,54.34
"does moses make",5,299242,54.34
"does thing work",5,299247,54.34
"dog park today",5,299252,54.34
"doing awesome work",5,299257,54.34
"doing believe going",5,299262,54.34
"doing fine job",5,299267,54.34
"doing fine thanks",5,299272,54.35
"doing fun things",5,299277,54.35
"doing getting ready",5,299282,54.35
"doing good doing",5,299287,54.35
"doing good getting",5,299292,54.35
"doing good good",5,299297,54.35
"doing great doing",5,299302,54.35
"doing keep great",5,299307,54.35
"doing little bit",5,299312,54.35
"doing little things",5,299317,54.35
"doing make sure",5,299322,54.35
"doing meet greet",5,299327,54.36
"doing new things",5,299332,54.36
"doing order learn",5,299337,54.36
"doing ordinary things",5,299342,54.36
"doing right just",5,299347,54.36
"doing right way",5,299352,54.36
"doing today make",5,299357,54.36
"doing tomorrow night",5,299362,54.36
"dollars junk cars",5,299367,54.36
"dollars weave plus",5,299372,54.36
"don believe need",5,299377,54.36
"don compare life",5,299382,54.37
"don feel comfortable",5,299387,54.37
"don feel love",5,299392,54.37
"don feel sad",5,299397,54.37
"don forget address",5,299402,54.37
"don forget brush",5,299407,54.37
"don forget came",5,299412,54.37
"don forget contest",5,299417,54.37
"don forget enjoy",5,299422,54.37
"don forget express",5,299427,54.37
"don forget fill",5,299432,54.37
"don forget food",5,299437,54.38
"don forget hashtag",5,299442,54.38
"don forget having",5,299447,54.38
"don forget hit",5,299452,54.38
"don forget hug",5,299457,54.38
"don forget keep",5,299462,54.38
"don forget leave",5,299467,54.38
"don forget let",5,299472,54.38
"don forget lunch",5,299477,54.38
"don forget pray",5,299482,54.38
"don forget purchase",5,299487,54.38
"don forget start",5,299492,54.39
"don forget think",5,299497,54.39
"don forget tip",5,299502,54.39
"don forget water",5,299507,54.39
"don give baby",5,299512,54.39
"don give credit",5,299517,54.39
"don give get",5,299522,54.39
"don give head",5,299527,54.39
"don go breaking",5,299532,54.39
"don go just",5,299537,54.39
"don go planned",5,299542,54.39
"don go saying",5,299547,54.4
"don grow don",5,299552,54.4
"don hate beautiful",5,299557,54.4
"don hate game",5,299562,54.4
"don hate happens",5,299567,54.4
"don hit don",5,299572,54.4
"don judge person",5,299577,54.4
"don just feel",5,299582,54.4
"don just follow",5,299587,54.4
"don just let",5,299592,54.4
"don just live",5,299597,54.4
"don just think",5,299602,54.41
"don knock till",5,299607,54.41
"don know agree",5,299612,54.41
"don know answers",5,299617,54.41
"don know asking",5,299622,54.41
"don know awesome",5,299627,54.41
"don know bought",5,299632,54.41
"don know came",5,299637,54.41
"don know cry",5,299642,54.41
"don know enjoy",5,299647,54.41
"don know facts",5,299652,54.41
"don know fan",5,299657,54.42
"don know gave",5,299662,54.42
"don know gone",5,299667,54.42
"don know great",5,299672,54.42
"don know heart",5,299677,54.42
"don know hurt",5,299682,54.42
"don know hurts",5,299687,54.42
"don know inevitable",5,299692,54.42
"don know jack",5,299697,54.42
"don know kids",5,299702,54.42
"don know knew",5,299707,54.42
"don know leave",5,299712,54.43
"don know listen",5,299717,54.43
"don know listening",5,299722,54.43
"don know longer",5,299727,54.43
"don know looking",5,299732,54.43
"don know lot",5,299737,54.43
"don know manage",5,299742,54.43
"don know nice",5,299747,54.43
"don know played",5,299752,54.43
"don know realize",5,299757,54.43
"don know reason",5,299762,54.43
"don know sister",5,299767,54.44
"don know son",5,299772,54.44
"don know sound",5,299777,54.44
"don know text",5,299782,54.44
"don know took",5,299787,54.44
"don know understand",5,299792,54.44
"don know woman",5,299797,54.44
"don know writing",5,299802,54.44
"don know yelling",5,299807,54.44
"don look right",5,299812,54.44
"don love looks",5,299817,54.44
"don make get",5,299822,54.45
"don make just",5,299827,54.45
"don make laugh",5,299832,54.45
"don make man",5,299837,54.45
"don make playoffs",5,299842,54.45
"don make take",5,299847,54.45
"don make time",5,299852,54.45
"don make wait",5,299857,54.45
"don make work",5,299862,54.45
"don make worse",5,299867,54.45
"don mention luck",5,299872,54.45
"don notice things",5,299877,54.46
"don play game",5,299882,54.46
"don pretend don",5,299887,54.46
"don prison inmates",5,299892,54.46
"don quit suffer",5,299897,54.46
"don really watch",5,299902,54.46
"don regret anything",5,299907,54.46
"don remember days",5,299912,54.46
"don remember did",5,299917,54.46
"don say miss",5,299922,54.46
"don school today",5,299927,54.46
"don shy say",5,299932,54.47
"don sit wait",5,299937,54.47
"don smoke don",5,299942,54.47
"don somebody waiting",5,299947,54.47
"don spend day",5,299952,54.47
"don spend money",5,299957,54.47
"don spend place",5,299962,54.47
"don stop dj",5,299967,54.47
"don stop doing",5,299972,54.47
"don stop making",5,299977,54.47
"don stop talking",5,299982,54.47
"don succeed success",5,299987,54.48
"don surprised don",5,299992,54.48
"don take hard",5,299997,54.48
"don take people",5,300002,54.48
"don take risks",5,300007,54.48
"don talk lot",5,300012,54.48
"don talk way",5,300017,54.48
"don tell doing",5,300022,54.48
"don tell going",5,300027,54.48
"don tell gonna",5,300032,54.48
"don tell think",5,300037,54.48
"don think ask",5,300042,54.49
"don think close",5,300047,54.49
"don think cool",5,300052,54.49
"don think gone",5,300057,54.49
"don think great",5,300062,54.49
"don think haven",5,300067,54.49
"don think means",5,300072,54.49
"don think meant",5,300077,54.49
"don think needs",5,300082,54.49
"don think new",5,300087,54.49
"don think normal",5,300092,54.49
"don think number",5,300097,54.5
"don think perfect",5,300102,54.5
"don think person",5,300107,54.5
"don think playing",5,300112,54.5
"don think realized",5,300117,54.5
"don think realizes",5,300122,54.5
"don think sleep",5,300127,54.5
"don think survive",5,300132,54.5
"don think talked",5,300137,54.5
"don think today",5,300142,54.5
"don think trust",5,300147,54.5
"don think using",5,300152,54.51
"don think wish",5,300157,54.51
"don think word",5,300162,54.51
"don try figure",5,300167,54.51
"don try home",5,300172,54.51
"don use excuse",5,300177,54.51
"don use google",5,300182,54.51
"don use use",5,300187,54.51
"don want business",5,300192,54.51
"don want cause",5,300197,54.51
"don want change",5,300202,54.51
"don want drive",5,300207,54.52
"don want friends",5,300212,54.52
"don want girl",5,300217,54.52
"don want guess",5,300222,54.52
"don want homework",5,300227,54.52
"don want hurt",5,300232,54.52
"don want listen",5,300237,54.52
"don want money",5,300242,54.52
"don want run",5,300247,54.52
"don want rush",5,300252,54.52
"don want school",5,300257,54.52
"don want send",5,300262,54.53
"don want summer",5,300267,54.53
"don want wear",5,300272,54.53
"don wish happy",5,300277,54.53
"don work get",5,300282,54.53
"don work tonight",5,300287,54.53
"done did get",5,300292,54.53
"done holiday shopping",5,300297,54.53
"done hunger games",5,300302,54.53
"done make sure",5,300307,54.53
"done need get",5,300312,54.53
"done shall find",5,300317,54.54
"done thank goodness",5,300322,54.54
"done things ball",5,300327,54.54
"done trying get",5,300332,54.54
"done watching game",5,300337,54.54
"donuts ice cream",5,300342,54.54
"doors open free",5,300347,54.54
"doors open tonight",5,300352,54.54
"doors pm bout",5,300357,54.54
"double ear infection",5,300362,54.54
"doubts today franklin",5,300367,54.54
"doug mat torn",5,300372,54.55
"download live app",5,300377,54.55
"download new album",5,300382,54.55
"download new single",5,300387,54.55
"downtown miami festival",5,300392,54.55
"dr oz says",5,300397,54.55
"dr oz today",5,300402,54.55
"draft last night",5,300407,54.55
"drafted st round",5,300412,54.55
"drank last night",5,300417,54.55
"drawing fine command",5,300422,54.55
"drawn stronger pull",5,300427,54.56
"dream begins remember",5,300432,54.56
"dream character must",5,300437,54.56
"dreaming broken heart",5,300442,54.56
"dreams character henry",5,300447,54.56
"dreams don let",5,300452,54.56
"dreams necessary life",5,300457,54.56
"dress last night",5,300462,54.56
"dress looked amazing",5,300467,54.56
"dress woman wearing",5,300472,54.56
"drink bud light",5,300477,54.56
"drink dr pepper",5,300482,54.57
"drink free champagne",5,300487,54.57
"drink get free",5,300492,54.57
"drink lot water",5,300497,54.57
"drink protein shake",5,300502,54.57
"drink wake morning",5,300507,54.57
"drinking chocolate milk",5,300512,54.57
"drinking doing drugs",5,300517,54.57
"drinking game drink",5,300522,54.57
"drinks free food",5,300527,54.57
"drinks live music",5,300532,54.57
"drinks night long",5,300537,54.58
"drinks till self",5,300542,54.58
"drive last night",5,300547,54.58
"driven bob dylan",5,300552,54.58
"driver license picture",5,300557,54.58
"drop high school",5,300562,54.58
"dropped face earth",5,300567,54.58
"drugs rock roll",5,300572,54.58
"drugs taught entire",5,300577,54.58
"dude did thing",5,300582,54.58
"dude don want",5,300587,54.58
"dude let get",5,300592,54.59
"dude need get",5,300597,54.59
"duke story thought",5,300602,54.59
"dull common life",5,300607,54.59
"dunk blake griffin",5,300612,54.59
"duty shall able",5,300617,54.59
"early don feel",5,300622,54.59
"early don know",5,300627,54.59
"early don need",5,300632,54.59
"early don think",5,300637,54.59
"early east coast",5,300642,54.59
"early happy new",5,300647,54.6
"early looking forward",5,300652,54.6
"early morning gym",5,300657,54.6
"early morning just",5,300662,54.6
"early morning meeting",5,300667,54.6
"early morning wake",5,300672,54.6
"early morning yoga",5,300677,54.6
"early night tonight",5,300682,54.6
"early week specials",5,300687,54.6
"early wide awake",5,300692,54.6
"earned buy things",5,300697,54.6
"earned mobile badge",5,300702,54.61
"earnings power influence",5,300707,54.61
"ears don small",5,300712,54.61
"earth art just",5,300717,54.61
"earth day earth",5,300722,54.61
"earth day festival",5,300727,54.61
"earth day great",5,300732,54.61
"earth day let",5,300737,54.61
"earth day today",5,300742,54.61
"easier seek forgiveness",5,300747,54.61
"east coast love",5,300752,54.61
"east coast stay",5,300757,54.62
"east coast tour",5,300762,54.62
"eastern michigan university",5,300767,54.62
"eastern time zone",5,300772,54.62
"easy begin hard",5,300777,54.62
"easy just promised",5,300782,54.62
"easy miss great",5,300787,54.62
"easy www com",5,300792,54.62
"eat anything want",5,300797,54.62
"eat free purchase",5,300802,54.62
"eat fruits vegetables",5,300807,54.62
"eat go shopping",5,300812,54.63
"eat go sleep",5,300817,54.63
"eat lot natural",5,300822,54.63
"eat love maurice",5,300827,54.63
"eat makeup pretty",5,300832,54.63
"eat yellow snow",5,300837,54.63
"eating chicken soup",5,300842,54.63
"eating finish great",5,300847,54.63
"eating french fries",5,300852,54.63
"eating great food",5,300857,54.63
"eating jelly beans",5,300862,54.63
"eats justice gala",5,300867,54.64
"eats strategy breakfast",5,300872,54.64
"echo echo echo",5,300877,54.64
"economy implementation china",5,300882,54.64
"ed hardy shirt",5,300887,54.64
"edition mary kay",5,300892,54.64
"education ability listen",5,300897,54.64
"education simply soul",5,300902,54.64
"education tea sip",5,300907,54.64
"edward team jacob",5,300912,54.64
"effect talents circumstances",5,300917,54.64
"efforts sees achieve",5,300922,54.65
"egg hunt today",5,300927,54.65
"egg road worth",5,300932,54.65
"elbow world peace",5,300937,54.65
"elevator smells like",5,300942,54.65
"elite showcase basketball",5,300947,54.65
"em don know",5,300952,54.65
"em join em",5,300957,54.65
"em know fold",5,300962,54.65
"email address details",5,300967,54.65
"email address phone",5,300972,54.65
"email address use",5,300977,54.66
"email letting know",5,300982,54.66
"emergency powers act",5,300987,54.66
"emotion jim morrison",5,300992,54.66
"encounters missed connections",5,300997,54.66
"encouragement oxygen soul",5,301002,54.66
"end day saying",5,301007,54.66
"end day want",5,301012,54.66
"end larry bird",5,301017,54.66
"end life care",5,301022,54.66
"end operations iran",5,301027,54.66
"end rd redskins",5,301032,54.67
"end today tomorrow",5,301037,54.67
"ending last night",5,301042,54.67
"energy mix cd",5,301047,54.67
"engineers exciting company",5,301052,54.67
"enjoy game tonight",5,301057,54.67
"enjoy hump day",5,301062,54.67
"enjoy little bit",5,301067,54.67
"enjoy medium using",5,301072,54.67
"enjoy night come",5,301077,54.67
"enjoy reading blog",5,301082,54.67
"enjoy thanks using",5,301087,54.68
"enjoy ur weekend",5,301092,54.68
"enjoyed meeting last",5,301097,54.68
"enjoyed thanks sharing",5,301102,54.68
"enjoying ice cold",5,301107,54.68
"enjoying last hours",5,301112,54.68
"enjoying nice day",5,301117,54.68
"enjoying time family",5,301122,54.68
"entered drawing free",5,301127,54.68
"entered drawing ipad",5,301132,54.68
"enthusiasm mother effort",5,301137,54.68
"entirely matter chemistry",5,301142,54.69
"entry good luck",5,301147,54.69
"environmental club hosting",5,301152,54.69
"episode revenge definitely",5,301157,54.69
"episode tonight pm",5,301162,54.69
"equal greater benefit",5,301167,54.69
"equal lesser value",5,301172,54.69
"equal pay day",5,301177,54.69
"equal rights gays",5,301182,54.69
"eric west facebook",5,301187,54.69
"error become mistake",5,301192,54.69
"escape new york",5,301197,54.7
"escape responsibility tomorrow",5,301202,54.7
"et pm pt",5,301207,54.7
"europe wrong turns",5,301212,54.7
"event chargers park",5,301217,54.7
"event coming need",5,301222,54.7
"event great success",5,301227,54.7
"event hope soon",5,301232,54.7
"event las vegas",5,301237,54.7
"events shook world",5,301242,54.7
"eventually get boss",5,301247,54.7
"everybody acting like",5,301252,54.71
"everybody needs little",5,301257,54.71
"everyday corner pouring",5,301262,54.71
"everyday feels like",5,301267,54.71
"everyday just today",5,301272,54.71
"ex says find",5,301277,54.71
"ex sleep stress",5,301282,54.71
"exactly need make",5,301287,54.71
"exactly sounds like",5,301292,54.71
"exam tomorrow morning",5,301297,54.71
"excellence result better",5,301302,54.71
"exchange follows let",5,301307,54.72
"excited coming week",5,301312,54.72
"excited day tomorrow",5,301317,54.72
"excited learn new",5,301322,54.72
"excited new adventure",5,301327,54.72
"excited new episode",5,301332,54.72
"excited new followers",5,301337,54.72
"excited new site",5,301342,54.72
"excited new website",5,301347,54.72
"excited part great",5,301352,54.72
"excited san diego",5,301357,54.72
"excited share news",5,301362,54.73
"exciting looking forward",5,301367,54.73
"exclusive discount save",5,301372,54.73
"excuses broken promises",5,301377,54.73
"exercise minutes running",5,301382,54.73
"exhibit hall opens",5,301387,54.73
"existence begin feel",5,301392,54.73
"existing home sales",5,301397,54.73
"expect cheap people",5,301402,54.73
"expense paid trip",5,301407,54.73
"expensive take gas",5,301412,54.73
"experience child thought",5,301417,54.74
"experience gives mistakes",5,301422,54.74
"experience rarely anything",5,301427,54.74
"expo convention center",5,301432,54.74
"expo feb th",5,301437,54.74
"expression doing believe",5,301442,54.74
"extra ticket tonight",5,301447,54.74
"eye opening experience",5,301452,54.74
"eyes little bit",5,301457,54.74
"eyes look like",5,301462,54.74
"eyes melt like",5,301467,54.74
"face don know",5,301472,54.75
"face reach stars",5,301477,54.75
"face solved level",5,301482,54.75
"face water like",5,301487,54.75
"facebook app iphone",5,301492,54.75
"facebook com need",5,301497,54.75
"facebook coming soon",5,301502,54.75
"facebook go check",5,301507,54.75
"facebook kids found",5,301512,54.75
"facebook page enter",5,301517,54.75
"facebook page let",5,301522,54.75
"facebook page new",5,301527,54.76
"facebook stream giants",5,301532,54.76
"facebook twitter know",5,301537,54.76
"facebook twitter youtube",5,301542,54.76
"fact william james",5,301547,54.76
"fade style eternal",5,301552,54.76
"fail fail better",5,301557,54.76
"fail strength heart",5,301562,54.76
"failing prepare preparing",5,301567,54.76
"failures tension winners",5,301572,54.76
"fair trade coffee",5,301577,54.76
"fair turn great",5,301582,54.77
"faithful girlfriend get",5,301587,54.77
"fake smile move",5,301592,54.77
"fall asleep arms",5,301597,54.77
"fall asleep standing",5,301602,54.77
"fall asleep watching",5,301607,54.77
"fall asleep wheel",5,301612,54.77
"fall don plan",5,301617,54.77
"fall love deserves",5,301622,54.77
"fall love true",5,301627,54.77
"fall love works",5,301632,54.77
"falling carry home",5,301637,54.78
"familiar faces new",5,301642,54.78
"family come home",5,301647,54.78
"family day today",5,301652,54.78
"family friends get",5,301657,54.78
"family need anything",5,301662,54.78
"famous laugh factory",5,301667,54.78
"famous people follow",5,301672,54.78
"fans act like",5,301677,54.78
"fans come go",5,301682,54.78
"fans friends family",5,301687,54.78
"fans let go",5,301692,54.79
"fans support love",5,301697,54.79
"fans want know",5,301702,54.79
"fans went crazy",5,301707,54.79
"fantastic last night",5,301712,54.79
"fantasy beginning trilogy",5,301717,54.79
"fantasy college football",5,301722,54.79
"far ahead cause",5,301727,54.79
"far away home",5,301732,54.79
"far away just",5,301737,54.79
"far away right",5,301742,54.79
"far come far",5,301747,54.8
"far don know",5,301752,54.8
"far good just",5,301757,54.8
"farmers market day",5,301762,54.8
"farmers market friday",5,301767,54.8
"farmers market sunday",5,301772,54.8
"farmers market tomorrow",5,301777,54.8
"fast green fox",5,301782,54.8
"faster speed light",5,301787,54.8
"fate change attitude",5,301792,54.8
"fault said blaming",5,301797,54.8
"favorite artist time",5,301802,54.81
"favorite classic rock",5,301807,54.81
"favorite easter candy",5,301812,54.81
"favorite food group",5,301817,54.81
"favorite music video",5,301822,54.81
"favorite rapper time",5,301827,54.81
"favorite song favorite",5,301832,54.81
"favorite tv shows",5,301837,54.81
"feature youtube player",5,301842,54.81
"federal legislation license",5,301847,54.81
"feed digital leading",5,301852,54.81
"feel bad cause",5,301857,54.82
"feel bad eating",5,301862,54.82
"feel bad getting",5,301867,54.82
"feel bad hope",5,301872,54.82
"feel bad leaving",5,301877,54.82
"feel bad make",5,301882,54.82
"feel bad really",5,301887,54.82
"feel don feel",5,301892,54.82
"feel free go",5,301897,54.82
"feel free say",5,301902,54.82
"feel good get",5,301907,54.82
"feel good like",5,301912,54.83
"feel good morning",5,301917,54.83
"feel good outside",5,301922,54.83
"feel good say",5,301927,54.83
"feel good think",5,301932,54.83
"feel good weekend",5,301937,54.83
"feel happy right",5,301942,54.83
"feel heart beat",5,301947,54.83
"feel heart right",5,301952,54.83
"feel like ate",5,301957,54.83
"feel like beat",5,301962,54.83
"feel like celebrity",5,301967,54.84
"feel like changing",5,301972,54.84
"feel like dealing",5,301977,54.84
"feel like different",5,301982,54.84
"feel like fault",5,301987,54.84
"feel like follow",5,301992,54.84
"feel like friend",5,301997,54.84
"feel like game",5,302002,54.84
"feel like giant",5,302007,54.84
"feel like grown",5,302012,54.84
"feel like happy",5,302017,54.84
"feel like hate",5,302022,54.85
"feel like hero",5,302027,54.85
"feel like ill",5,302032,54.85
"feel like jerk",5,302037,54.85
"feel like job",5,302042,54.85
"feel like judging",5,302047,54.85
"feel like kinda",5,302052,54.85
"feel like leaving",5,302057,54.85
"feel like likes",5,302062,54.85
"feel like looking",5,302067,54.85
"feel like money",5,302072,54.85
"feel like needs",5,302077,54.86
"feel like normal",5,302082,54.86
"feel like packing",5,302087,54.86
"feel like point",5,302092,54.86
"feel like productive",5,302097,54.86
"feel like proud",5,302102,54.86
"feel like putting",5,302107,54.86
"feel like queen",5,302112,54.86
"feel like ran",5,302117,54.86
"feel like relate",5,302122,54.86
"feel like rock",5,302127,54.86
"feel like second",5,302132,54.87
"feel like small",5,302137,54.87
"feel like speaking",5,302142,54.87
"feel like start",5,302147,54.87
"feel like took",5,302152,54.87
"feel like tweeted",5,302157,54.87
"feel like understand",5,302162,54.87
"feel like watched",5,302167,54.87
"feel like weight",5,302172,54.87
"feel like winter",5,302177,54.87
"feel like worth",5,302182,54.87
"feel way wish",5,302187,54.88
"feeling better going",5,302192,54.88
"feeling bit better",5,302197,54.88
"feeling good going",5,302202,54.88
"feeling good hope",5,302207,54.88
"feeling like friday",5,302212,54.88
"feeling like love",5,302217,54.88
"feeling like zombie",5,302222,54.88
"feeling world knowing",5,302227,54.88
"feeling world warm",5,302232,54.88
"feels good able",5,302237,54.88
"feels good don",5,302242,54.89
"feels good sit",5,302247,54.89
"feels good wake",5,302252,54.89
"feels good win",5,302257,54.89
"feels good work",5,302262,54.89
"feet ground spin",5,302267,54.89
"feet winds long",5,302272,54.89
"fell asleep floor",5,302277,54.89
"fell asleep missed",5,302282,54.89
"felt like needed",5,302287,54.89
"felt like running",5,302292,54.89
"female led bands",5,302297,54.9
"fest audience award",5,302302,54.9
"festival boat parade",5,302307,54.9
"festivals austin texas",5,302312,54.9
"festivals great mighty",5,302317,54.9
"fiber cookie mix",5,302322,54.9
"fiction character better",5,302327,54.9
"fiction non fiction",5,302332,54.9
"fighting peace like",5,302337,54.9
"figure correctly say",5,302342,54.9
"fill job applications",5,302347,54.9
"filled learning adventure",5,302352,54.91
"film festival great",5,302357,54.91
"film festival today",5,302362,54.91
"film festival week",5,302367,54.91
"film just like",5,302372,54.91
"film win best",5,302377,54.91
"film won best",5,302382,54.91
"film www com",5,302387,54.91
"films coming soon",5,302392,54.91
"final harry potter",5,302397,54.91
"final home game",5,302402,54.91
"final sound mix",5,302407,54.92
"finally day notice",5,302412,54.92
"finally get sleep",5,302417,54.92
"finally get twitter",5,302422,54.92
"finally get watch",5,302427,54.92
"finally getting chance",5,302432,54.92
"finally getting watch",5,302437,54.92
"finally good news",5,302442,54.92
"finally got car",5,302447,54.92
"finally got hair",5,302452,54.92
"finally got head",5,302457,54.92
"finally got paid",5,302462,54.93
"finally got rid",5,302467,54.93
"finally got ticket",5,302472,54.93
"finally got working",5,302477,54.93
"finally started watching",5,302482,54.93
"finally watched episode",5,302487,54.93
"finally watched last",5,302492,54.93
"find barriers built",5,302497,54.93
"find best deals",5,302502,54.93
"find cool story",5,302507,54.93
"find facebook www",5,302512,54.93
"find general gal",5,302517,54.94
"find hopes st",5,302522,54.94
"find majority time",5,302527,54.94
"find mr right",5,302532,54.94
"find programming library",5,302537,54.94
"find rarely seek",5,302542,54.94
"find way abraham",5,302547,54.94
"find work thomas",5,302552,54.94
"finding new music",5,302557,54.94
"fine art gallery",5,302562,54.94
"fine arts center",5,302567,54.94
"fine command english",5,302572,54.95
"fine fine fine",5,302577,54.95
"fine lie say",5,302582,54.95
"fine line fishing",5,302587,54.95
"fine months later",5,302592,54.95
"fine tax doing",5,302597,54.95
"fingers crossed thanks",5,302602,54.95
"finish school year",5,302607,54.95
"finished christmas shopping",5,302612,54.95
"finished music video",5,302617,54.95
"finished week run",5,302622,54.95
"finishing good tweet",5,302627,54.96
"fish friends food",5,302632,54.96
"fit hit bowl",5,302637,54.96
"fit perfectly forcing",5,302642,54.96
"fit sign process",5,302647,54.96
"fixed let know",5,302652,54.96
"fixed rate mortgage",5,302657,54.96
"flag football team",5,302662,54.96
"flags great adventure",5,302667,54.96
"flash new reform",5,302672,54.96
"flat ur face",5,302677,54.96
"flesh heart fail",5,302682,54.97
"floor hot stepped",5,302687,54.97
"floor little get",5,302692,54.97
"florida state florida",5,302697,54.97
"flower existence begin",5,302702,54.97
"fly waves pound",5,302707,54.97
"flying happy travels",5,302712,54.97
"flying home today",5,302717,54.97
"fold fitted sheet",5,302722,54.97
"folks don forget",5,302727,54.97
"follow anyone get",5,302732,54.97
"follow ask follow",5,302737,54.98
"follow austin get",5,302742,54.98
"follow beautiful talented",5,302747,54.98
