"","value","count","cumsum","pct"
"13196","can rise",1,52544,72.05
"13197","can roll",1,52545,72.06
"13198","can run",1,52546,72.06
"13199","can serve",1,52547,72.06
"13200","can set",1,52548,72.06
"13201","can simply",1,52549,72.06
"13202","can someone",1,52550,72.06
"13203","can sort",1,52551,72.06
"13204","can start",1,52552,72.07
"13205","can stick",1,52553,72.07
"13206","can strong",1,52554,72.07
"13207","can support",1,52555,72.07
"13208","can talk",1,52556,72.07
"13209","can themselves",1,52557,72.07
"13210","can throw",1,52558,72.07
"13211","can touch",1,52559,72.07
"13212","can watch",1,52560,72.08
"13213","can when",1,52561,72.08
"13214","can while",1,52562,72.08
"13215","can write",1,52563,72.08
"13216","canada and",1,52564,72.08
"13217","canada th",1,52565,72.08
"13218","canada we",1,52566,72.08
"13219","candy basic",1,52567,72.09
"13220","candy picture",1,52568,72.09
"13221","candy to",1,52569,72.09
"13222","candy world",1,52570,72.09
"13223","cannot always",1,52571,72.09
"13224","cannot and",1,52572,72.09
"13225","cannot catch",1,52573,72.09
"13226","cannot help",1,52574,72.1
"13227","cannot pass",1,52575,72.1
"13228","cannot quite",1,52576,72.1
"13229","cannot school",1,52577,72.1
"13230","cannot see",1,52578,72.1
"13231","cannot smell",1,52579,72.1
"13232","cannot wait",1,52580,72.1
"13233","cannot yet",1,52581,72.1
"13234","capable of",1,52582,72.11
"13235","capital before",1,52583,72.11
"13236","capital dark",1,52584,72.11
"13237","captain only",1,52585,72.11
"13238","captain you",1,52586,72.11
"13239","car at",1,52587,72.11
"13240","car brought",1,52588,72.11
"13241","car but",1,52589,72.12
"13242","car came",1,52590,72.12
"13243","car cleaning",1,52591,72.12
"13244","car could",1,52592,72.12
"13245","car do",1,52593,72.12
"13246","car in",1,52594,72.12
"13247","car instead",1,52595,72.12
"13248","car insurance",1,52596,72.13
"13249","car most",1,52597,72.13
"13250","car now",1,52598,72.13
"13251","car on",1,52599,72.13
"13252","car shadow",1,52600,72.13
"13253","car via",1,52601,72.13
"13254","car when",1,52602,72.13
"13255","car with",1,52603,72.13
"13256","card almost",1,52604,72.14
"13257","card and",1,52605,72.14
"13258","card done",1,52606,72.14
"13259","card featured",1,52607,72.14
"13260","card for",1,52608,72.14
"13261","card from",1,52609,72.14
"13262","card giveaway",1,52610,72.14
"13263","card in",1,52611,72.15
"13264","card is",1,52612,72.15
"13265","card just",1,52613,72.15
"13266","card number",1,52614,72.15
"13267","card sat",1,52615,72.15
"13268","card she",1,52616,72.15
"13269","card simply",1,52617,72.15
"13270","card then",1,52618,72.16
"13271","card they",1,52619,72.16
"13272","card was",1,52620,72.16
"13273","card when",1,52621,72.16
"13274","card you",1,52622,72.16
"13275","care and",1,52623,72.16
"13276","care but",1,52624,72.16
"13277","care central",1,52625,72.17
"13278","care for",1,52626,72.17
"13279","care save",1,52627,72.17
"13280","care system",1,52628,72.17
"13281","care ten",1,52629,72.17
"13282","care this",1,52630,72.17
"13283","care to",1,52631,72.17
"13284","care too",1,52632,72.17
"13285","care within",1,52633,72.18
"13286","career business",1,52634,72.18
"13287","career financial",1,52635,72.18
"13288","career he",1,52636,72.18
"13289","career i",1,52637,72.18
"13290","career life",1,52638,72.18
"13291","career total",1,52639,72.18
"13292","careful however",1,52640,72.19
"13293","careful study",1,52641,72.19
"13294","careful to",1,52642,72.19
"13295","careful you",1,52643,72.19
"13296","carefully as",1,52644,72.19
"13297","carefully i",1,52645,72.19
"13298","carried out",1,52646,72.19
"13299","carried them",1,52647,72.2
"13300","carried us",1,52648,72.2
"13301","carry her",1,52649,72.2
"13302","carry it",1,52650,72.2
"13303","carry mixed",1,52651,72.2
"13304","carry the",1,52652,72.2
"13305","carrying around",1,52653,72.2
"13306","case and",1,52654,72.2
"13307","case but",1,52655,72.21
"13308","case definitely",1,52656,72.21
"13309","case for",1,52657,72.21
"13310","case he",1,52658,72.21
"13311","case here",1,52659,72.21
"13312","case it",1,52660,72.21
"13313","case quickly",1,52661,72.21
"13314","case sometimes",1,52662,72.22
"13315","case was",1,52663,72.22
"13316","case what",1,52664,72.22
"13317","case you",1,52665,72.22
"13318","case your",1,52666,72.22
"13319","cash and",1,52667,72.22
"13320","cash please",1,52668,72.22
"13321","cash transfer",1,52669,72.23
"13322","cast away",1,52670,72.23
"13323","cast good",1,52671,72.23
"13324","cast off",1,52672,72.23
"13325","cast she",1,52673,72.23
"13326","cast will",1,52674,72.23
"13327","cat among",1,52675,72.23
"13328","cat butter",1,52676,72.24
"13329","cat come",1,52677,72.24
"13330","cat on",1,52678,72.24
"13331","cat storm",1,52679,72.24
"13332","catch a",1,52680,72.24
"13333","catch in",1,52681,72.24
"13334","catch more",1,52682,72.24
"13335","catch without",1,52683,72.24
"13336","caught all",1,52684,72.25
"13337","caught my",1,52685,72.25
"13338","caught myself",1,52686,72.25
"13339","caught off",1,52687,72.25
"13340","caught the",1,52688,72.25
"13341","cause eye",1,52689,72.25
"13342","cause he",1,52690,72.25
"13343","cause i",1,52691,72.26
"13344","cause if",1,52692,72.26
"13345","cause it",1,52693,72.26
"13346","cause since",1,52694,72.26
"13347","cause that",1,52695,72.26
"13348","celebrate a",1,52696,72.26
"13349","celebrate the",1,52697,72.26
"13350","celebrate them",1,52698,72.27
"13351","cell a",1,52699,72.27
"13352","cell phone",1,52700,72.27
"13353","cell while",1,52701,72.27
"13354","center and",1,52702,72.27
"13355","center could",1,52703,72.27
"13356","center i",1,52704,72.27
"13357","center is",1,52705,72.27
"13358","center my",1,52706,72.28
"13359","center on",1,52707,72.28
"13360","center stage",1,52708,72.28
"13361","center that",1,52709,72.28
"13362","center you",1,52710,72.28
"13363","central a",1,52711,72.28
"13364","central role",1,52712,72.28
"13365","central suddenly",1,52713,72.29
"13366","central time",1,52714,72.29
"13367","century and",1,52715,72.29
"13368","century for",1,52716,72.29
"13369","century however",1,52717,72.29
"13370","century what",1,52718,72.29
"13371","century when",1,52719,72.29
"13372","century with",1,52720,72.3
"13373","century writer",1,52721,72.3
"13374","certain content",1,52722,72.3
"13375","certain flavor",1,52723,72.3
"13376","certain i",1,52724,72.3
"13377","certain race",1,52725,72.3
"13378","certain should",1,52726,72.3
"13379","certain throughout",1,52727,72.31
"13380","certainly a",1,52728,72.31
"13381","certainly are",1,52729,72.31
"13382","certainly been",1,52730,72.31
"13383","certainly feel",1,52731,72.31
"13384","certainly fun",1,52732,72.31
"13385","certainly have",1,52733,72.31
"13386","certainly himself",1,52734,72.31
"13387","certainly how",1,52735,72.32
"13388","certainly it",1,52736,72.32
"13389","certainly nothing",1,52737,72.32
"13390","certainly purchase",1,52738,72.32
"13391","certainly taught",1,52739,72.32
"13392","chain we",1,52740,72.32
"13393","chair clearly",1,52741,72.32
"13394","chair in",1,52742,72.33
"13395","chair no",1,52743,72.33
"13396","challenge again",1,52744,72.33
"13397","challenge and",1,52745,72.33
"13398","challenge by",1,52746,72.33
"13399","challenge each",1,52747,72.33
"13400","challenge finally",1,52748,72.33
"13401","challenge for",1,52749,72.34
"13402","challenge here",1,52750,72.34
"13403","challenge on",1,52751,72.34
"13404","challenge since",1,52752,72.34
"13405","challenge the",1,52753,72.34
"13406","challenge those",1,52754,72.34
"13407","challenge winner",1,52755,72.34
"13408","challenge yet",1,52756,72.34
"13409","chance his",1,52757,72.35
"13410","chance i",1,52758,72.35
"13411","chance just",1,52759,72.35
"13412","chance s",1,52760,72.35
"13413","chance so",1,52761,72.35
"13414","chance that",1,52762,72.35
"13415","chance this",1,52763,72.35
"13416","chance we",1,52764,72.36
"13417","chance welcome",1,52765,72.36
"13418","change after",1,52766,72.36
"13419","change anything",1,52767,72.36
"13420","change colors",1,52768,72.36
"13421","change he",1,52769,72.36
"13422","change if",1,52770,72.36
"13423","change more",1,52771,72.37
"13424","change my",1,52772,72.37
"13425","change or",1,52773,72.37
"13426","change quickly",1,52774,72.37
"13427","change short",1,52775,72.37
"13428","change sometimes",1,52776,72.37
"13429","change until",1,52777,72.37
"13430","change we",1,52778,72.37
"13431","change when",1,52779,72.38
"13432","chapter in",1,52780,72.38
"13433","chapter we",1,52781,72.38
"13434","chapter with",1,52782,72.38
"13435","character and",1,52783,72.38
"13436","character but",1,52784,72.38
"13437","character design",1,52785,72.38
"13438","character in",1,52786,72.39
"13439","character is",1,52787,72.39
"13440","character most",1,52788,72.39
"13441","character of",1,52789,72.39
"13442","character or",1,52790,72.39
"13443","character that",1,52791,72.39
"13444","character this",1,52792,72.39
"13445","character you",1,52793,72.4
"13446","charge a",1,52794,72.4
"13447","charge anywhere",1,52795,72.4
"13448","charge but",1,52796,72.4
"13449","charge for",1,52797,72.4
"13450","charge more",1,52798,72.4
"13451","charge that",1,52799,72.4
"13452","charge to",1,52800,72.41
"13453","charge us",1,52801,72.41
"13454","cheap car",1,52802,72.41
"13455","cheap exercise",1,52803,72.41
"13456","cheap route",1,52804,72.41
"13457","check a",1,52805,72.41
"13458","check back",1,52806,72.41
"13459","check because",1,52807,72.41
"13460","check behind",1,52808,72.42
"13461","check his",1,52809,72.42
"13462","check one",1,52810,72.42
"13463","check or",1,52811,72.42
"13464","check prior",1,52812,72.42
"13465","check the",1,52813,72.42
"13466","check your",1,52814,72.42
"13467","checked each",1,52815,72.43
"13468","checked i",1,52816,72.43
"13469","checked in",1,52817,72.43
"13470","checked it",1,52818,72.43
"13471","checked she",1,52819,72.43
"13472","cheese are",1,52820,72.43
"13473","cheese before",1,52821,72.43
"13474","cheese below",1,52822,72.44
"13475","cheese garlic",1,52823,72.44
"13476","cheese rich",1,52824,72.44
"13477","cheese think",1,52825,72.44
"13478","cheese together",1,52826,72.44
"13479","chest and",1,52827,72.44
"13480","chest is",1,52828,72.44
"13481","chest starting",1,52829,72.44
"13482","chest to",1,52830,72.45
"13483","chest with",1,52831,72.45
"13484","chicken after",1,52832,72.45
"13485","chicken but",1,52833,72.45
"13486","chicken by",1,52834,72.45
"13487","chicken chicken",1,52835,72.45
"13488","chicken i",1,52836,72.45
"13489","chicken if",1,52837,72.46
"13490","chicken is",1,52838,72.46
"13491","chicken j",1,52839,72.46
"13492","chicken were",1,52840,72.46
"13493","chicken which",1,52841,72.46
"13494","chief of",1,52842,72.46
"13495","child at",1,52843,72.46
"13496","child de",1,52844,72.47
"13497","child don",1,52845,72.47
"13498","child lately",1,52846,72.47
"13499","child of",1,52847,72.47
"13500","child one",1,52848,72.47
"13501","child that",1,52849,72.47
"13502","child then",1,52850,72.47
"13503","child under",1,52851,72.48
"13504","child was",1,52852,72.48
"13505","child who",1,52853,72.48
"13506","child with",1,52854,72.48
"13507","child worry",1,52855,72.48
"13508","childhood home",1,52856,72.48
"13509","childhood with",1,52857,72.48
"13510","china and",1,52858,72.48
"13511","china from",1,52859,72.49
"13512","chips add",1,52860,72.49
"13513","chips and",1,52861,72.49
"13514","chips get",1,52862,72.49
"13515","chocolate and",1,52863,72.49
"13516","chocolate at",1,52864,72.49
"13517","chocolate chips",1,52865,72.49
"13518","chocolate i",1,52866,72.5
"13519","chocolate in",1,52867,72.5
"13520","chocolate or",1,52868,72.5
"13521","chocolate perfectly",1,52869,72.5
"13522","choice as",1,52870,72.5
"13523","choice at",1,52871,72.5
"13524","choice but",1,52872,72.5
"13525","choice for",1,52873,72.51
"13526","choice however",1,52874,72.51
"13527","choice in",1,52875,72.51
"13528","choice it",1,52876,72.51
"13529","choice of",1,52877,72.51
"13530","choice to",1,52878,72.51
"13531","choose between",1,52879,72.51
"13532","choose form",1,52880,72.51
"13533","choose not",1,52881,72.52
"13534","chopped and",1,52882,72.52
"13535","chopped it",1,52883,72.52
"13536","chose for",1,52884,72.52
"13537","chose one",1,52885,72.52
"13538","chose your",1,52886,72.52
"13539","chosen former",1,52887,72.52
"13540","chosen so",1,52888,72.53
"13541","chosen the",1,52889,72.53
"13542","circle and",1,52890,72.53
"13543","circle as",1,52891,72.53
"13544","circle i",1,52892,72.53
"13545","circle member",1,52893,72.53
"13546","circle punch",1,52894,72.53
"13547","city a",1,52895,72.54
"13548","city after",1,52896,72.54
"13549","city all",1,52897,72.54
"13550","city authority",1,52898,72.54
"13551","city building",1,52899,72.54
"13552","city city",1,52900,72.54
"13553","city especially",1,52901,72.54
"13554","city every",1,52902,72.55
"13555","city i",1,52903,72.55
"13556","city it",1,52904,72.55
"13557","city s",1,52905,72.55
"13558","city so",1,52906,72.55
"13559","city the",1,52907,72.55
"13560","city there",1,52908,72.55
"13561","city we",1,52909,72.55
"13562","city would",1,52910,72.56
"13563","city yesterday",1,52911,72.56
"13564","civil claim",1,52912,72.56
"13565","civil safe",1,52913,72.56
"13566","civil war",1,52914,72.56
"13567","claim a",1,52915,72.56
"13568","claim and",1,52916,72.56
"13569","claim do",1,52917,72.57
"13570","claim my",1,52918,72.57
"13571","claim over",1,52919,72.57
"13572","claim that",1,52920,72.57
"13573","claim the",1,52921,72.57
"13574","claim we",1,52922,72.57
"13575","class and",1,52923,72.57
"13576","class at",1,52924,72.58
"13577","class full",1,52925,72.58
"13578","class i",1,52926,72.58
"13579","class or",1,52927,72.58
"13580","class s",1,52928,72.58
"13581","class their",1,52929,72.58
"13582","class they",1,52930,72.58
"13583","class tonight",1,52931,72.58
"13584","class two",1,52932,72.59
"13585","class we",1,52933,72.59
"13586","class which",1,52934,72.59
"13587","class why",1,52935,72.59
"13588","class with",1,52936,72.59
"13589","classes is",1,52937,72.59
"13590","classic combined",1,52938,72.59
"13591","classic thus",1,52939,72.6
"13592","classic v",1,52940,72.6
"13593","classic weather",1,52941,72.6
"13594","clean after",1,52942,72.6
"13595","clean i",1,52943,72.6
"13596","clean my",1,52944,72.6
"13597","clean no",1,52945,72.6
"13598","clean not",1,52946,72.61
"13599","clean one",1,52947,72.61
"13600","clean she",1,52948,72.61
"13601","clean the",1,52949,72.61
"13602","cleaning have",1,52950,72.61
"13603","cleaning posted",1,52951,72.61
"13604","cleaning so",1,52952,72.61
"13605","cleaning wood",1,52953,72.61
"13606","clear and",1,52954,72.62
"13607","clear context",1,52955,72.62
"13608","clear he",1,52956,72.62
"13609","clear here",1,52957,72.62
"13610","clear it",1,52958,72.62
"13611","clear law",1,52959,72.62
"13612","clear level",1,52960,72.62
"13613","clear sign",1,52961,72.63
"13614","clear that",1,52962,72.63
"13615","clear though",1,52963,72.63
"13616","clear up",1,52964,72.63
"13617","clear water",1,52965,72.63
"13618","clearly are",1,52966,72.63
"13619","clearly by",1,52967,72.63
"13620","clearly did",1,52968,72.64
"13621","clearly in",1,52969,72.64
"13622","clearly is",1,52970,72.64
"13623","clearly lack",1,52971,72.64
"13624","clearly much",1,52972,72.64
"13625","clearly needs",1,52973,72.64
"13626","clearly on",1,52974,72.64
"13627","clearly quite",1,52975,72.65
"13628","clearly that",1,52976,72.65
"13629","clearly this",1,52977,72.65
"13630","clearly was",1,52978,72.65
"13631","clearly we",1,52979,72.65
"13632","clock by",1,52980,72.65
"13633","clock face",1,52981,72.65
"13634","clock of",1,52982,72.65
"13635","clock to",1,52983,72.66
"13636","close as",1,52984,72.66
"13637","close at",1,52985,72.66
"13638","close company",1,52986,72.66
"13639","close my",1,52987,72.66
"13640","close or",1,52988,72.66
"13641","close the",1,52989,72.66
"13642","close this",1,52990,72.67
"13643","close together",1,52991,72.67
"13644","close up",1,52992,72.67
"13645","close us",1,52993,72.67
"13646","close we",1,52994,72.67
"13647","close with",1,52995,72.67
"13648","closed down",1,52996,72.67
"13649","closed for",1,52997,72.68
"13650","closed in",1,52998,72.68
"13651","closed meant",1,52999,72.68
"13652","closed she",1,53000,72.68
"13653","closed this",1,53001,72.68
"13654","closet how",1,53002,72.68
"13655","closet in",1,53003,72.68
"13656","closet you",1,53004,72.68
"13657","clothes and",1,53005,72.69
"13658","clothes by",1,53006,72.69
"13659","clothes gave",1,53007,72.69
"13660","clothes i",1,53008,72.69
"13661","clothes it",1,53009,72.69
"13662","clothes must",1,53010,72.69
"13663","clothes out",1,53011,72.69
"13664","clothing for",1,53012,72.7
"13665","clothing pink",1,53013,72.7
"13666","club are",1,53014,72.7
"13667","club every",1,53015,72.7
"13668","club last",1,53016,72.7
"13669","club over",1,53017,72.7
"13670","club was",1,53018,72.7
"13671","coach i",1,53019,72.71
"13672","coach of",1,53020,72.71
"13673","coast are",1,53021,72.71
"13674","coast young",1,53022,72.71
"13675","coat white",1,53023,72.71
"13676","code as",1,53024,72.71
"13677","code but",1,53025,72.71
"13678","code in",1,53026,72.72
"13679","code is",1,53027,72.72
"13680","code the",1,53028,72.72
"13681","code to",1,53029,72.72
"13682","coffee but",1,53030,72.72
"13683","coffee came",1,53031,72.72
"13684","coffee from",1,53032,72.72
"13685","coffee he",1,53033,72.72
"13686","coffee i",1,53034,72.73
"13687","coffee other",1,53035,72.73
"13688","coffee so",1,53036,72.73
"13689","coffee the",1,53037,72.73
"13690","coffee to",1,53038,72.73
"13691","cold air",1,53039,72.73
"13692","cold and",1,53040,72.73
"13693","cold days",1,53041,72.74
"13694","cold i",1,53042,72.74
"13695","cold ice",1,53043,72.74
"13696","cold in",1,53044,72.74
"13697","cold it",1,53045,72.74
"13698","cold master",1,53046,72.74
"13699","cold war",1,53047,72.74
"13700","cold winter",1,53048,72.75
"13701","collection at",1,53049,72.75
"13702","collection when",1,53050,72.75
"13703","college on",1,53051,72.75
"13704","college there",1,53052,72.75
"13705","colors and",1,53053,72.75
"13706","colors in",1,53054,72.75
"13707","colors it",1,53055,72.75
"13708","colors of",1,53056,72.76
"13709","colors were",1,53057,72.76
"13710","combination in",1,53058,72.76
"13711","combination so",1,53059,72.76
"13712","combine flour",1,53060,72.76
"13713","combine the",1,53061,72.76
"13714","combine to",1,53062,72.76
"13715","combined and",1,53063,72.77
"13716","combined both",1,53064,72.77
"13717","combined but",1,53065,72.77
"13718","combined fruit",1,53066,72.77
"13719","come along",1,53067,72.77
"13720","come around",1,53068,72.77
"13721","come as",1,53069,72.77
"13722","come back",1,53070,72.78
"13723","come clean",1,53071,72.78
"13724","come down",1,53072,72.78
"13725","come for",1,53073,72.78
"13726","come join",1,53074,72.78
"13727","come my",1,53075,72.78
"13728","come naturally",1,53076,72.78
"13729","come next",1,53077,72.78
"13730","come this",1,53078,72.79
"13731","come together",1,53079,72.79
"13732","come yet",1,53080,72.79
"13733","come your",1,53081,72.79
"13734","comedy in",1,53082,72.79
"13735","comedy personally",1,53083,72.79
"13736","comedy that",1,53084,72.79
"13737","comedy without",1,53085,72.8
"13738","comes another",1,53086,72.8
"13739","comes back",1,53087,72.8
"13740","comes off",1,53088,72.8
"13741","comes tomorrow",1,53089,72.8
"13742","comes with",1,53090,72.8
"13743","comfort food",1,53091,72.8
"13744","comfort i",1,53092,72.81
"13745","comfort in",1,53093,72.81
"13746","comfort one",1,53094,72.81
"13747","comfort we",1,53095,72.81
"13748","comfort what",1,53096,72.81
"13749","comfort zone",1,53097,72.81
"13750","comfortable and",1,53098,72.81
"13751","comfortable in",1,53099,72.82
"13752","comfortable with",1,53100,72.82
"13753","comic totally",1,53101,72.82
"13754","coming a",1,53102,72.82
"13755","coming along",1,53103,72.82
"13756","coming due",1,53104,72.82
"13757","coming i",1,53105,72.82
"13758","coming san",1,53106,72.82
"13759","coming so",1,53107,72.83
"13760","coming soon",1,53108,72.83
"13761","comment to",1,53109,72.83
"13762","comment with",1,53110,72.83
"13763","commercial appeal",1,53111,72.83
"13764","commercial i",1,53112,72.83
"13765","commercial or",1,53113,72.83
"13766","commercial real",1,53114,72.84
"13767","commercial what",1,53115,72.84
"13768","committee my",1,53116,72.84
"13769","common available",1,53117,72.84
"13770","common core",1,53118,72.84
"13771","common interest",1,53119,72.84
"13772","common it",1,53120,72.84
"13773","common man",1,53121,72.85
"13774","common name",1,53122,72.85
"13775","common of",1,53123,72.85
"13776","common outside",1,53124,72.85
"13777","common prayer",1,53125,72.85
"13778","common purpose",1,53126,72.85
"13779","common sense",1,53127,72.85
"13780","common the",1,53128,72.85
"13781","common threat",1,53129,72.86
"13782","common wisdom",1,53130,72.86
"13783","common with",1,53131,72.86
"13784","communication and",1,53132,72.86
"13785","communication between",1,53133,72.86
"13786","communication if",1,53134,72.86
"13787","communication is",1,53135,72.86
"13788","communication it",1,53136,72.87
"13789","communication so",1,53137,72.87
"13790","communication very",1,53138,72.87
"13791","community i",1,53139,72.87
"13792","community lead",1,53140,72.87
"13793","community nearly",1,53141,72.87
"13794","community of",1,53142,72.87
"13795","community organization",1,53143,72.88
"13796","community s",1,53144,72.88
"13797","community sent",1,53145,72.88
"13798","community so",1,53146,72.88
"13799","community still",1,53147,72.88
"13800","community the",1,53148,72.88
"13801","community think",1,53149,72.88
"13802","community we",1,53150,72.89
"13803","company after",1,53151,72.89
"13804","company are",1,53152,72.89
"13805","company as",1,53153,72.89
"13806","company ask",1,53154,72.89
"13807","company available",1,53155,72.89
"13808","company car",1,53156,72.89
"13809","company for",1,53157,72.89
"13810","company from",1,53158,72.9
"13811","company in",1,53159,72.9
"13812","company lots",1,53160,72.9
"13813","company much",1,53161,72.9
"13814","company or",1,53162,72.9
"13815","company particularly",1,53163,72.9
"13816","company pizza",1,53164,72.9
"13817","company s",1,53165,72.91
"13818","company secret",1,53166,72.91
"13819","company storm",1,53167,72.91
"13820","company that",1,53168,72.91
"13821","company their",1,53169,72.91
"13822","company they",1,53170,72.91
"13823","company unfortunately",1,53171,72.91
"13824","company when",1,53172,72.92
"13825","company which",1,53173,72.92
"13826","company who",1,53174,72.92
"13827","company will",1,53175,72.92
"13828","competition and",1,53176,72.92
"13829","competition driven",1,53177,72.92
"13830","competition got",1,53178,72.92
"13831","competition that",1,53179,72.92
"13832","complete and",1,53180,72.93
"13833","complete by",1,53181,72.93
"13834","complete rolling",1,53182,72.93
"13835","complete series",1,53183,72.93
"13836","complete supply",1,53184,72.93
"13837","complete that",1,53185,72.93
"13838","complete unknown",1,53186,72.93
"13839","complete with",1,53187,72.94
"13840","completely different",1,53188,72.94
"13841","completely for",1,53189,72.94
"13842","completely in",1,53190,72.94
"13843","completely lose",1,53191,72.94
"13844","completely present",1,53192,72.94
"13845","completely re",1,53193,72.94
"13846","complex is",1,53194,72.95
"13847","complex the",1,53195,72.95
"13848","computer off",1,53196,72.95
"13849","computer question",1,53197,72.95
"13850","computer time",1,53198,72.95
"13851","computer to",1,53199,72.95
"13852","computer which",1,53200,72.95
"13853","computer with",1,53201,72.96
"13854","concern for",1,53202,72.96
"13855","concern in",1,53203,72.96
"13856","concern this",1,53204,72.96
"13857","concerned for",1,53205,72.96
"13858","concerned i",1,53206,72.96
"13859","concerned if",1,53207,72.96
"13860","concerned it",1,53208,72.96
"13861","concerned with",1,53209,72.97
"13862","concerned within",1,53210,72.97
"13863","concert at",1,53211,72.97
"13864","concert both",1,53212,72.97
"13865","concert on",1,53213,72.97
"13866","condition of",1,53214,72.97
"13867","condition to",1,53215,72.97
"13868","conference of",1,53216,72.98
"13869","conference on",1,53217,72.98
"13870","conference which",1,53218,72.98
"13871","conference with",1,53219,72.98
"13872","confidence and",1,53220,72.98
"13873","confidence i",1,53221,72.98
"13874","confidence in",1,53222,72.98
"13875","confidence of",1,53223,72.99
"13876","confused broke",1,53224,72.99
"13877","confused one",1,53225,72.99
"13878","confused smile",1,53226,72.99
"13879","congress after",1,53227,72.99
"13880","congress give",1,53228,72.99
"13881","congress to",1,53229,72.99
"13882","congress who",1,53230,72.99
"13883","connected i",1,53231,73
"13884","connection back",1,53232,73
"13885","connection here",1,53233,73
"13886","connection this",1,53234,73
"13887","connection you",1,53235,73
"13888","consider a",1,53236,73
"13889","consider one",1,53237,73
"13890","consider to",1,53238,73.01
"13891","consider why",1,53239,73.01
"13892","considered a",1,53240,73.01
"13893","considered dog",1,53241,73.01
"13894","considered in",1,53242,73.01
"13895","considered on",1,53243,73.01
"13896","considered she",1,53244,73.01
"13897","considered to",1,53245,73.02
"13898","considered too",1,53246,73.02
"13899","considering a",1,53247,73.02
"13900","considering all",1,53248,73.02
"13901","considering i",1,53249,73.02
"13902","considering it",1,53250,73.02
"13903","considering this",1,53251,73.02
"13904","considering what",1,53252,73.02
"13905","constant everyone",1,53253,73.03
"13906","constant movement",1,53254,73.03
"13907","constant need",1,53255,73.03
"13908","constant state",1,53256,73.03
"13909","constantly have",1,53257,73.03
"13910","constantly to",1,53258,73.03
"13911","constantly up",1,53259,73.03
"13912","construction of",1,53260,73.04
"13913","construction paper",1,53261,73.04
"13914","construction zone",1,53262,73.04
"13915","contact as",1,53263,73.04
"13916","contact by",1,53264,73.04
"13917","contact her",1,53265,73.04
"13918","contact you",1,53266,73.04
"13919","contemporary japan",1,53267,73.05
"13920","contemporary like",1,53268,73.05
"13921","contemporary music",1,53269,73.05
"13922","contemporary sometimes",1,53270,73.05
"13923","content and",1,53271,73.05
"13924","content of",1,53272,73.05
"13925","content that",1,53273,73.05
"13926","content will",1,53274,73.06
"13927","contest there",1,53275,73.06
"13928","context and",1,53276,73.06
"13929","context of",1,53277,73.06
"13930","context to",1,53278,73.06
"13931","continue and",1,53279,73.06
"13932","continue until",1,53280,73.06
"13933","continue without",1,53281,73.06
"13934","continued as",1,53282,73.07
"13935","continued how",1,53283,73.07
"13936","continued i",1,53284,73.07
"13937","continued talking",1,53285,73.07
"13938","continued walking",1,53286,73.07
"13939","contract is",1,53287,73.07
"13940","control a",1,53288,73.07
"13941","control as",1,53289,73.08
"13942","control back",1,53290,73.08
"13943","control by",1,53291,73.08
"13944","control i",1,53292,73.08
"13945","control journal",1,53293,73.08
"13946","control many",1,53294,73.08
"13947","control our",1,53295,73.08
"13948","control over",1,53296,73.09
"13949","control that",1,53297,73.09
"13950","control though",1,53298,73.09
"13951","conversation about",1,53299,73.09
"13952","conversation like",1,53300,73.09
"13953","conversation revealed",1,53301,73.09
"13954","conversation she",1,53302,73.09
"13955","conversation that",1,53303,73.09
"13956","conversation turned",1,53304,73.1
"13957","convinced his",1,53305,73.1
"13958","convinced of",1,53306,73.1
"13959","convinced that",1,53307,73.1
"13960","cook a",1,53308,73.1
"13961","cook in",1,53309,73.1
"13962","cook or",1,53310,73.1
"13963","cook together",1,53311,73.11
"13964","cooking a",1,53312,73.11
"13965","cooking and",1,53313,73.11
"13966","cooking but",1,53314,73.11
"13967","cooking in",1,53315,73.11
"13968","cooking is",1,53316,73.11
"13969","cooking looking",1,53317,73.11
"13970","cooking the",1,53318,73.12
"13971","cool blue",1,53319,73.12
"13972","cool c",1,53320,73.12
"13973","cool camera",1,53321,73.12
"13974","cool completely",1,53322,73.12
"13975","cool dark",1,53323,73.12
"13976","cool enough",1,53324,73.12
"13977","cool giant",1,53325,73.13
"13978","cool guy",1,53326,73.13
"13979","cool house",1,53327,73.13
"13980","cool i",1,53328,73.13
"13981","cool it",1,53329,73.13
"13982","cool news",1,53330,73.13
"13983","cool or",1,53331,73.13
"13984","cool out",1,53332,73.13
"13985","copy free",1,53333,73.14
"13986","copy of",1,53334,73.14
"13987","copy on",1,53335,73.14
"13988","copy today",1,53336,73.14
"13989","core and",1,53337,73.14
"13990","core because",1,53338,73.14
"13991","core the",1,53339,73.14
"13992","corn even",1,53340,73.15
"13993","corn on",1,53341,73.15
"13994","corner a",1,53342,73.15
"13995","corner are",1,53343,73.15
"13996","corner from",1,53344,73.15
"13997","corner in",1,53345,73.15
"13998","corner media",1,53346,73.15
"13999","corporate challenge",1,53347,73.16
"14000","corporate data",1,53348,73.16
"14001","corporate job",1,53349,73.16
"14002","correct brain",1,53350,73.16
"14003","correct everybody",1,53351,73.16
"14004","correct in",1,53352,73.16
"14005","correct since",1,53353,73.16
"14006","correct term",1,53354,73.16
"14007","cost and",1,53355,73.17
"14008","cost effective",1,53356,73.17
"14009","cost however",1,53357,73.17
"14010","cost me",1,53358,73.17
"14011","cost million",1,53359,73.17
"14012","cost per",1,53360,73.17
